,0 pi,2/3 pi,4/3 pi
194,1050216.457926003,1048751.5890413716,1046762.8186130526
195,1050401.7999500786,1048371.8985147093,1046957.1605751071
196,1050169.6220770958,1048813.1695458163,1046748.0395107385
197,1050149.3444576066,1048852.00520592,1046729.492847473
198,1050261.5423014264,1048667.0802791019,1046802.236336363
199,1050260.1014777673,1048667.0016529835,1046803.7509033086
200,1050001.6919033064,1049072.1742451582,1046656.9764851849
201,1050054.6243619572,1048988.828567294,1046687.3716974973
202,1049775.5168186924,1049347.854138695,1046607.4470536422
203,1050168.301348482,1048835.9746240946,1046726.5961617259
204,1050235.3403665188,1048582.558512399,1046912.7332181089
205,1049813.9995561077,1048777.9893257532,1047137.7477643512
206,1049542.445326224,1049295.6823673164,1046891.917028702
207,1050121.0541308203,1048081.2619390615,1047527.4631938029
208,1049915.61159651,1048196.4920566988,1047617.2590372994
209,1050101.2932354268,1048388.6553200905,1047240.0286191041
210,1050021.8271597864,1048414.2001341798,1047293.7659563295
211,1049580.485302616,1048344.333410178,1047803.9722107209
212,1049866.3774843847,1048154.8815771788,1047707.9787481716
213,1049893.6613556736,1048230.8183851892,1047604.8546900295
214,1049657.7486967838,1048273.0949091845,1047798.0467170908
215,1050148.3623085755,1048010.8005604484,1047570.6503045325
216,1050531.6605965293,1047851.7944118585,1047347.3386318722
217,1050411.559598577,1048301.2896076532,1047017.9509051624
218,1050308.307918281,1048540.6351701319,1046881.85702298
219,1050484.3618959566,1048082.4171591363,1047164.0243381748
220,1050556.2449127317,1047623.590536489,1047550.9679440457
221,1050564.7236178808,1047586.114307739,1047579.9882558123
222,1050564.7141802728,1047589.1815140116,1047576.9304871483
223,1050560.6863342652,1047585.0647179923,1047585.0636625378
224,1047539.0977658454,1047599.8176477667,1050591.9896259785
225,1047531.495451427,1047627.9093667587,1050571.4426885382
226,1047416.7231254507,1047744.5645822448,1050569.5778727313
227,1046839.7039341728,1048588.609149562,1050302.5459561597
228,1047394.3037416459,1047780.9026578452,1050555.6295973707
229,1047688.948957555,1047475.2486334586,1050566.6449199857
230,1047547.6423085558,1047607.2965758963,1050575.9200324398
231,1047527.6097689378,1047629.6053833481,1050573.6388817725
232,1047925.340290549,1047271.1037186047,1050534.3986244944
233,1047645.5000974814,1047522.4160859328,1050562.9084433338
234,1047960.787189559,1047239.4551295636,1050530.6117149356
235,1047447.9757769658,1047719.1372089152,1050563.7278725286
236,1047559.2424873561,1048040.9328602625,1050129.6050575697
237,1047201.1596296856,1048979.5923534592,1049548.6781348926
238,1049667.1208930402,1049122.3020780513,1046940.5624098253
239,1049880.5083867593,1047924.354365684,1047924.3536718352
240,1048596.6497545657,1049638.8186155148,1047493.6290879062
241,1047072.915332364,1048555.6591907853,1050101.6128100143
242,1047219.83531683,1048368.1812834982,1050142.0504333451
243,1047482.8008882353,1048763.123940278,1049483.0540449242
244,1047338.8072794378,1049042.3966071834,1049347.913830248
245,1047273.5082493584,1048882.9882584908,1049572.831196771
246,1047398.8669110979,1048975.3696908285,1049354.7893852284
247,1047311.7352979785,1048865.9329522036,1049551.587833043
248,1046672.9305608899,1049338.6698311935,1049719.026907593
249,1047012.0203896197,1048298.7397533688,1050420.0643906095
250,1047686.5419122583,1047491.9226127319,1050552.3355864023
251,1046680.3007137931,1049033.6659348425,1050016.8367446314
252,1049786.0798589042,1049329.950239281,1046614.7732950824
253,1050462.2968950667,1048179.7404747823,1047088.7888115828
254,1050340.9596987453,1048488.4364555802,1046901.4300271072
255,1050391.8052126472,1048363.1442685911,1046975.8652335574
256,1049002.9781450804,1046653.9949480365,1050073.945269953
257,1049073.0384872763,1046655.2113622789,1050002.5976571685
258,1048954.3905580118,1046685.9050610643,1050090.5699613506
259,1048583.2622654727,1046843.8705257537,1050303.7212428318
260,1048548.0372830611,1046860.1787265409,1050322.6429072896
261,1048572.795160056,1046847.6224314636,1050310.441325372
262,1048597.5536746995,1046835.3313491045,1050297.973893088
263,1048366.1646030426,1046962.572935193,1050402.1148398863
264,1048334.3638410964,1046977.12153942,1050419.3817716886
265,1047806.945130679,1047366.7981112192,1050557.107480769
266,1047999.6818947253,1047244.2404599434,1050486.822781221
267,1048199.9841902751,1047187.6040792888,1050342.886953303
268,1048036.7735188459,1047682.2939222454,1050010.4332005437
269,1047303.9026017922,1049681.8629650772,1048743.602600385
270,1050139.0584264533,1048120.8652076784,1047469.9234916026
271,1050304.263032548,1047712.9362601204,1047712.9353409756
272,1049259.8217461174,1049581.630769711,1046888.6103712522
273,1047752.2580018532,1047749.8324462365,1050227.8596932855
274,1048293.4215823805,1047325.6134220562,1050110.8719378402
275,1048234.7985180855,1047413.6172341638,1050081.3646020952
276,1048074.3260646567,1047649.8441739053,1050005.3329587772
277,1047429.0709937816,1048612.5157767255,1049687.630356865
278,1047591.2034142393,1049595.2344324929,1048542.5204928231
279,1047413.9436288506,1048870.6768927625,1049444.424405061
280,1046917.1677101454,1048603.805076984,1050209.6122350323
281,1046998.5087950516,1048318.9677856321,1050413.35125489
282,1047531.6423778356,1047644.1161193032,1050555.0432549505
283,1047475.5113119879,1047702.9632065371,1050552.3288747417
284,1046680.7740359795,1050017.9676383971,1049032.06171889
285,1048267.4539485641,1050432.1651235172,1047031.2071093513
286,1048184.7716948054,1050460.6640008262,1047085.3904858006
287,1048091.7133203051,1050492.5246902616,1047146.599544105
288,1046622.1013256795,1050014.197120471,1049094.636539953
289,1046646.7641555057,1049973.9089929287,1049110.169485214
290,1046663.9067148302,1050043.345101752,1049023.6137638453
291,1046734.8421071185,1050167.0700744188,1048828.9418525212
292,1046776.6785500936,1050230.1178337042,1048724.0625330934
293,1046826.7343766624,1050288.92712729,1048615.1974129393
294,1046856.3831856735,1050319.0095739176,1048555.4661573005
295,1046958.0474100203,1050399.8302480388,1048372.9763759995
296,1047057.5116126399,1050413.1040292159,1048260.1407261827
297,1047557.3286295005,1050401.306212034,1047771.7570875597
298,1047486.5814760588,1050281.8196706686,1047961.7322116886
299,1047084.7315529101,1049973.907869831,1048671.357151495
300,1047409.1162617013,1049943.2464256783,1048377.1968096652
301,1049255.1895345736,1049235.931033814,1047238.1605124967
302,1049980.488269664,1047940.9743978371,1047807.9515087876
303,1050220.7559682406,1047797.1442307759,1047712.0349362945
304,1050102.7720837751,1048221.5559354738,1047405.4967127813
305,1048370.7453738559,1049496.6644614208,1047861.2580268775
306,1048116.8410692315,1049383.2949881514,1048228.3328759503
307,1047730.8479197329,1049930.2097352562,1048068.2803237165
308,1047827.3285374431,1049851.4501557287,1048050.3960147878
309,1047977.7081076372,1049867.1470150005,1047884.3385957135
310,1048420.2606934193,1049608.487926154,1047700.1370680949
311,1048292.9245112742,1049926.7704929546,1047509.7553387289
312,1047954.124110322,1050507.4090044315,1047269.2443082614
313,1047869.1701852236,1050532.5646003352,1047329.0702493666
314,1047617.0828269244,1050556.3883835475,1047557.3321827952
315,1047468.6456478899,1050551.7628004805,1047710.3949448965
316,1047144.3511950992,1050476.5898557815,1048109.8623423864
317,1047588.3993085095,1050564.717183608,1047577.7096893156
318,1047820.7001392541,1050547.0867770459,1047363.0392651325
319,1047825.7424471745,1050550.0962421752,1047354.9988653227
320,1047616.8187558651,1050601.7672087788,1047512.3490214586
321,1047557.711183486,1050566.266901845,1047606.853048319
322,1047667.678054693,1050571.344466545,1047491.8298568841
323,1047775.4305308617,1050562.2763308007,1047393.1471723961
324,1047962.2205297543,1050531.8536109994,1047236.7847761383
325,1048104.5337380875,1050495.0265651678,1047131.296956284
326,1048141.5423992131,1050487.0975955552,1047102.2272512877
327,1048142.8567539882,1050426.9226781232,1047160.8985033392
328,1048278.9731411884,1050228.6751537318,1047222.5696331258
329,1048485.0804688842,1050046.2417751283,1047198.6170811725
330,1048224.031352536,1050156.0504978544,1047349.8845303777
331,1047066.057178599,1049835.1038914684,1048828.7124862433
332,1047887.7180925502,1050144.0925443266,1047697.9553808108
333,1049893.7692807266,1048226.4641690684,1047609.0986371636
334,1049902.5057069892,1047976.0501169425,1047850.7057005276
335,1050053.3890474115,1047869.4436463184,1047806.7283177691
336,1050121.0155885622,1047900.968109204,1047707.7313094258
337,1048969.968640287,1048984.575426156,1047773.9163118893
338,1048512.7467477904,1049088.7956932986,1048126.6811229791
339,1048390.5698374822,1049797.1790244114,1047541.4889478412
340,1048422.5731700484,1049736.591377168,1047569.97156734
341,1048405.7613534776,1049783.2907087633,1047540.1683922971
342,1048319.6196465044,1049888.5150867116,1047521.2485364513
343,1048166.772480065,1050362.5074080697,1047201.2230708301
344,1048200.0680848599,1050453.1240278417,1047077.6260146316
345,1048259.5360367668,1050427.9736490936,1047043.2937074063
346,1048170.7994247731,1050458.054917113,1047101.9490513802
347,1047965.4622481521,1050513.3597504422,1047251.9813946723
348,1047716.3283193681,1050551.2869842295,1047463.1880896694
349,1047909.4503946305,1050532.2017475234,1047289.1740392789
350,1047876.560959935,1050538.2085734506,1047316.0566480473
351,1047872.0244397573,1050542.6970087865,1047316.1161061284
352,1047642.0003074463,1050600.7186245793,1047488.2160540773
353,1047615.4518367627,1050566.1023339576,1047549.2769629296
354,1047701.6675816384,1050563.511220283,1047465.657194941
355,1047726.6522632807,1050569.1174195118,1047435.0892340996
356,1047955.4556643015,1050533.331432986,1047242.071819604
357,1048135.1046361291,1050486.9922851515,1047108.7636534433
358,1048165.734410921,1050449.9976879512,1047115.0405114354
359,1048114.6270958378,1050282.9877868467,1047332.6132253766
360,1048124.7649881132,1050150.544142496,1047454.5698017743
361,1048175.3225758238,1050103.7593436358,1047450.7114004194
362,1047974.8580436007,1050151.2595851403,1047603.6887269913
363,1046992.1463412822,1049385.2839222038,1049352.3656365753
364,1049072.363699279,1049635.273476697,1047022.1666199847
365,1049851.1750685489,1047983.7125124434,1047894.2766751813
366,1049878.9347857842,1047966.7789901786,1047883.501368746
367,1050067.7466849699,1047862.750107423,1047799.0947062544
368,1049959.4348919156,1047903.7904234568,1047866.1430423284
369,1049164.2165355016,1048764.5931725542,1047799.6596286331
370,1048499.9483703511,1049094.5573780297,1048133.7185074221
371,1048415.5793299527,1049450.229064742,1047862.8108498257
372,1048481.5480130574,1049645.3419469567,1047602.111813459
373,1048483.0382818637,1049785.4279316152,1047460.8283827074
374,1048407.6486073572,1049964.6029241087,1047357.3895373902
375,1048325.1366091705,1050355.7221434233,1047049.7922955721
376,1048421.4381977753,1050368.9017961442,1046940.4796921249
377,1048297.2549054344,1050414.097255761,1047019.4512320712
378,1048031.9494790055,1050497.7031544282,1047201.150759834
379,1047876.7432239107,1050530.7351910982,1047323.3249782586
380,1047821.5016647995,1050539.4416587125,1047369.8600697551
381,1047919.6927747596,1050530.215451346,1047280.9179553266
382,1047656.6169007687,1050562.9543126125,1047511.2549680521
383,1047695.5447671661,1050564.4950690554,1047470.7977184503
384,1047377.6759361957,1050581.777538723,1047771.4582876225
385,1047307.8593070576,1050540.331353536,1047882.6453362695
386,1047472.7295919036,1050565.8520567936,1047692.2592097124
387,1047555.7959885749,1050569.6809888429,1047605.3638809915
388,1047553.6280416343,1050567.9195417033,1047609.2884135256
389,1047669.6303013576,1050573.4577271238,1047487.7708884097
390,1047892.5327578158,1050451.813817448,1047386.228992834
391,1047984.864079165,1050233.6193195106,1047511.5337324454
392,1048159.6546841477,1050133.2286948496,1047436.9742275043
393,1048259.5184367731,1050064.4063766603,1047405.8322388366
394,1047855.4536216359,1050141.730889947,1047732.5712368573
395,1047684.2384817173,1050144.6881985285,1047900.843271018
396,1050071.7758195556,1048325.5113962991,1047332.5468259869
397,1049937.4503544888,1047951.9691527947,1047839.9083849456
398,1049940.2822847054,1047923.6334914393,1047865.4154473572
399,1050106.0963374537,1047811.7889043503,1047811.7880905584
400,1049813.1004050765,1047969.2189279915,1047946.7747815499
401,1049438.4390797901,1048490.106695025,1047800.0994813706
402,1048630.8977384784,1049400.975682736,1047696.8211178487
403,1048407.3128724812,1049454.541525647,1047866.7670645927
404,1048348.7351917065,1049760.2235918718,1047620.1701975324
405,1048376.2130774923,1049780.358329364,1047572.6193347238
406,1048363.9213907265,1049868.4694511632,1047496.9823218766
407,1048282.7056500253,1050345.9652339981,1047101.9001107287
408,1048278.8299578906,1050428.0007271662,1047023.9954963762
409,1048160.2796972471,1050460.8652303468,1047109.6568244955
410,1047965.3997699278,1050512.844999783,1047252.5569823784
411,1047899.490893153,1050526.6725610027,1047304.6399391112
412,1047732.2748978958,1050549.903974002,1047448.6245213692
413,1047750.1281200512,1050550.359779024,1047430.3219766038
414,1047406.1212711332,1050555.352434839,1047769.3573344196
415,1047340.7636805684,1050547.5464409213,1047842.5274331826
416,1047258.5543995375,1050558.8798515508,1047913.4775114533
417,1047314.7763089532,1050539.2405193686,1047876.8126560503
418,1047351.6255373772,1050548.9071815985,1047830.3032778867
419,1047590.0355498259,1050568.1535600626,1047572.6468869742
420,1047901.4971299331,1050536.8856769481,1047292.4531899814
421,1047724.9028362647,1050565.9753945447,1047439.970836882
422,1047752.5670924649,1050440.962714368,1047536.9667769334
423,1047907.7423156758,1050252.6786075619,1047569.6154708458
424,1048137.1349919344,1050132.3683110366,1047460.3370917214
425,1048310.4786497502,1050079.6267976267,1047339.7350225073
426,1047526.451370456,1050125.3405386405,1048077.9962374527
427,1049432.805412213,1049339.7255194264,1046957.3465812436
428,1050237.7996274512,1047809.487308968,1047682.6905645686
429,1050131.2191645848,1047865.6596253613,1047732.8541240556
430,1050006.1592544785,1047861.6517308077,1047861.6509701497
431,1049924.5579834934,1047902.3713341289,1047902.3706168582
432,1049793.8250752143,1047993.6029169757,1047941.6328301093
433,1049759.1510114155,1048250.2448688414,1047719.6718822076
434,1048645.8416976796,1049624.4286027735,1047458.8512688302
435,1048131.6068907132,1049740.9630097796,1047856.418307103
436,1048174.9514115372,1049705.6866835586,1047848.2996430786
437,1048313.329384845,1049689.754789179,1047725.8848263532
438,1048279.4370331463,1049860.809006169,1047589.0475047127
439,1047910.4520086059,1050395.5351827648,1047424.4350280674
440,1047847.2545971796,1050543.619027887,1047339.9542105072
441,1047818.9128369077,1050538.1747545851,1047373.7108738892
442,1047773.6599090527,1050545.0680169186,1047412.0738261183
443,1047611.3879208596,1050556.4912217106,1047562.9242506974
444,1047608.3147393985,1050556.5378665263,1047565.9507873426
445,1047627.6410533317,1050560.0855951647,1047543.088066299
446,1047618.5284955312,1050560.3141288524,1047551.972090412
447,1047340.7636805684,1050547.5464409213,1047842.5274331826
448,1047020.4208128998,1050467.0318383588,1048243.459111283
449,1047317.5539068863,1050544.3398058075,1047868.9472683297
450,1047558.5248081498,1050570.3518814328,1047601.9659440657
451,1047584.957359331,1050572.2086922615,1047573.6814551319
452,1047541.6671289118,1050567.645032654,1047621.5238352964
453,1047601.0823585931,1050564.041633978,1047565.7005410263
454,1047669.0816057521,1050436.8965525941,1047624.4970045702
455,1047888.1869753114,1050275.1749928147,1047566.7260611834
456,1048037.0339768118,1050113.8365257927,1047578.8698067128
457,1047858.2249237617,1050212.2978752945,1047659.4002021153
458,1047945.8728658978,1050220.5545299551,1047563.540364724
459,1050051.9367739116,1048446.1801232904,1047231.7914708686
460,1050293.0971306604,1047747.347928409,1047689.6628848525
461,1050262.4339686544,1047769.7797825788,1047697.8200780578
462,1050139.4377654507,1047795.15504521,1047795.1542136918
463,1050017.6133608762,1047855.9364322503,1047855.9356655019
464,1049770.7983013932,1048006.4467514541,1047951.7761363505
465,1049593.3645112142,1048092.5330718161,1048042.8429579833
466,1048950.6188047207,1049190.2629744417,1047587.8306807282
467,1048111.8260918082,1049540.2180863186,1048076.6207967424
468,1048129.1842176237,1049594.7014468506,1048004.8599170521
469,1048113.0938598148,1049760.2471914354,1047855.6772764559
470,1048111.0921530945,1049915.0733294347,1047703.1558870957
471,1047664.2104123973,1050407.3048421436,1047658.8813968675
472,1047628.8077379501,1050570.2697715273,1047531.7666838028
473,1047854.3185234228,1050532.848094631,1047343.6318473282
474,1047948.8666818215,1050516.3901447793,1047265.5449254884
475,1047722.730943292,1050550.7498884334,1047457.3225615411
476,1047678.9878684314,1050553.9260317408,1047497.8894930945
477,1047692.7676686067,1050556.9195482212,1047481.1274979679
478,1047435.2124167953,1050552.7171581367,1047742.8851398629
479,1047351.754348444,1050549.5309646477,1047829.5522415806
480,1046937.9630623375,1050415.515599561,1048377.4331006432
481,1047083.2385441452,1050461.1451488307,1048186.4457913956
482,1047254.4307952569,1050527.3785859484,1047949.026615657
483,1047312.497761227,1050547.1112009804,1047871.2417604594
484,1047430.3792551853,1050564.977350374,1047735.4924621314
485,1047621.4925022768,1050559.0989916187,1047550.2199324035
486,1047647.9156851728,1050427.8730491828,1047654.6620350352
487,1047705.4645161931,1050297.3071707208,1047727.345919563
