,0 pi,2/3 pi,4/3 pi
483,1047444.7558277155,1050340.5555025411,1047944.9734646683
484,1047527.9037774164,1050395.456965308,1047807.0235633273
485,1047679.6207093613,1050438.1658753743,1047612.6925473338
486,1047625.9234523597,1050471.8151386837,1047632.8298104333
487,1047602.0269360839,1050502.1136467417,1047626.5106627528
488,1047550.06769544,1050528.5608128377,1047652.0983434784
489,1047410.4329462978,1050542.085636869,1047778.2758735376
490,1049203.7268993235,1049905.9201352838,1046621.2063323382
491,1050558.5159323465,1047900.9565008068,1047271.4305285037
492,1050600.80085296,1047682.5044996744,1047447.6373773277
493,1050614.873320129,1047601.5449064446,1047514.5540099599
494,1050621.9803521696,1047554.5059521873,1047554.5048641523
495,1050624.7683500126,1047553.1160307712,1047553.1149412547
496,1050623.0239379122,1047603.9644315311,1047504.0082295205
497,1050619.169420098,1047565.3463322665,1047546.4672916624
498,1050177.0110090412,1048864.382423209,1046689.5653582481
499,1047972.2781791291,1050550.222160306,1047208.4237667233
500,1047622.8001912037,1050582.5743100906,1047525.5048644375
501,1047653.3233567673,1050562.7148073283,1047514.786876029
502,1047741.2026168142,1050534.9191504272,1047454.6399289906
503,1047839.5587291556,1050498.9232647019,1047392.2080070095
504,1047680.1346459886,1050486.194209057,1047564.2818226961
505,1047896.5606606238,1050433.5769229578,1047400.3869324292
506,1048028.604592548,1050375.7473787002,1047326.0803891245
507,1047715.0072405656,1050382.9897073298,1047632.3381314118
508,1047511.8081650926,1050330.4836320176,1047887.9417746742
509,1047503.5962208504,1050283.079349163,1047943.4531663657
510,1047408.6431000618,1050207.8048539162,1048113.5735237672
511,1047561.7214804996,1050194.5173986913,1047973.673788623
512,1047125.6607312835,1049996.3157802797,1048607.988917224
513,1047151.2188617166,1050095.7869975609,1048483.0676140833
514,1047048.742768622,1050071.7139178712,1048609.722845759
515,1047182.4909095047,1050241.1710671207,1048306.6207504784
516,1047240.6408821573,1050321.3817005344,1048168.3595575118
517,1047128.6191529012,1050312.9694232247,1048288.8883092751
518,1047018.9875579922,1050288.7981981055,1048422.7803142152
519,1047339.8208715993,1050472.0390511008,1047918.7889205815
520,1047365.0260092652,1050507.698976985,1047857.999394882
521,1047745.9076785003,1050544.7281396433,1047440.1561027614
522,1050257.2238775243,1048670.4970093349,1046803.1298884469
523,1050570.697263621,1047825.0410605818,1047335.1620056856
524,1050601.9567329595,1047650.9836446397,1047477.9996848056
525,1050614.567575898,1047558.201525945,1047558.2004418509
526,1050621.0517037096,1047554.96891948,1047554.9678319392
527,1050623.8376503214,1047553.5800188328,1047553.5789298106
528,1050622.0956574527,1047604.4045609157,1047504.493664753
529,1050617.7318756103,1047597.2080633414,1047516.0403953821
530,1050535.6760080233,1048069.1776258161,1047126.1024699189
531,1048571.3170536231,1050330.0426059442,1046829.5617934114
532,1047549.5479610914,1050582.2446440984,1047599.0841453694
533,1047922.9050702001,1050528.3852182026,1047279.532190441
534,1047795.0583495315,1050528.2166385963,1047407.4842044784
535,1047551.732493801,1050514.2214444564,1047664.7336257759
536,1047521.7988811794,1050482.8573159818,1047725.9521135212
537,1047606.5417929293,1050454.33949526,1047669.6409386697
538,1047502.5751551808,1050411.1238733416,1047816.7311280809
539,1047384.9394464582,1050347.8263850887,1047997.5671308471
540,1047248.6439170303,1050249.2853386325,1048232.3022871399
541,1047258.4499185442,1050198.5236073849,1048273.1532801879
542,1047349.0139229193,1050184.1761662632,1048196.8295518754
543,1047466.0260183691,1050170.5313689527,1048093.3535466049
544,1046988.4980174418,1049770.6010122928,1048970.8575024072
545,1046970.8060927003,1049859.4352148115,1048899.8227837912
546,1047013.9300571749,1050023.946605651,1048692.2930103187
547,1046958.4969119217,1050032.9621971622,1048738.8132877331
548,1046904.0809012955,1050036.111090735,1048790.179371036
549,1046822.7393012589,1049980.9748360324,1048926.7515409167
550,1046776.745825109,1049975.1652096089,1048978.6434288723
551,1046919.602187886,1050245.1701521268,1048565.8645137388
552,1047048.6606765757,1050386.0832431412,1048295.9681307938
553,1047666.739931561,1050546.2736698855,1047517.7656866034
554,1050333.2240594574,1048512.6519135131,1046884.9619026519
555,1050560.328078479,1047863.0402544184,1047307.5188737096
556,1050599.2080016234,1047609.0207992716,1047522.6979596476
557,1050609.9469039196,1047560.5051407389,1047560.5040591005
558,1050616.4187175224,1047557.2786520618,1047557.2775669834
559,1050619.198508009,1047555.8928112873,1047555.8917247308
560,1050617.8856936658,1047590.8427458493,1047522.2518948194
561,1050613.0247900684,1047602.4270635411,1047515.5149984651
562,1050601.7061710001,1047669.6978946864,1047459.5386642755
563,1049494.455590445,1049673.2727597768,1046563.1798844603
564,1047579.0012739446,1050577.8996633294,1047573.9627962776
565,1047476.0196216492,1050554.6925005692,1047700.0975850666
566,1047709.2184103671,1050532.4274119423,1047489.100886422
567,1047559.8972924128,1050510.0483333007,1047660.7297763869
568,1047606.6079009398,1050482.05992134,1047641.9286859552
569,1047530.8929065895,1050446.0181554605,1047753.599751094
570,1047363.1505113721,1050380.2757519418,1047986.9928948067
571,1047260.1879126249,1050300.5091097543,1048169.6253804091
572,1047150.9848671803,1050186.70948693,1048392.5270937587
573,1047131.7743852976,1050107.9713762293,1048490.3714215311
574,1047121.1125546519,1050024.9910057927,1048583.9069440803
575,1047137.1712930741,1049960.181296093,1048632.5496966804
576,1046929.5534503816,1049414.6257145072,1049385.7614630195
577,1046888.2781788304,1049327.4654651976,1049514.3036647323
578,1046843.4691715565,1049384.5267697552,1049502.1560925762
579,1046801.7730621018,1049441.9149825345,1049486.5658780686
580,1046766.5721918669,1049575.11620106,1049388.663693432
581,1046730.9574182639,1049594.8061336793,1049404.682079113
582,1046711.4296193594,1049726.2108946647,1049292.8931800036
583,1046727.2106699147,1049921.860223318,1049081.5445274506
584,1046811.8944302304,1050155.2754162638,1048763.5201543723
585,1047992.5662796006,1050492.210773436,1047245.9796428301
586,1050440.1120900714,1048235.2474279786,1047055.4552897346
587,1050550.541163499,1047875.7471120596,1047304.5754579933
588,1050590.9614183211,1047612.9563502447,1047526.9851930911
589,1050601.6588296408,1047564.6371602574,1047564.6360830243
590,1050608.1039679304,1047561.4239322599,1047561.4228516014
591,1050610.8714474994,1047560.0442125644,1047560.0431304347
592,1050609.9469039196,1047560.5051407389,1047560.5040591005
593,1050605.2886013906,1047575.1536297323,1047550.500498839
594,1050596.8699697054,1047591.5777431239,1047542.4710940932
595,1050249.8879600624,1048702.6332647926,1046778.3633689036
596,1047561.9636153582,1050569.6287602007,1047599.2480799959
597,1047103.997155982,1050451.4163761847,1048175.3733321594
598,1047408.7927113383,1050514.978556804,1047806.9531129901
599,1047541.1391844742,1050501.1626755951,1047688.3517888965
600,1047559.3455310666,1050472.6998574985,1047698.5300127534
601,1047375.2603899295,1050413.96001085,1047941.270001784
602,1047236.3190215142,1050327.9565891188,1048166.1238785458
603,1047149.4050795676,1050232.4649058979,1048348.4335355851
604,1047205.4228888724,1050211.0990268053,1048313.6814724577
605,1047051.7219716185,1050015.8051460546,1048662.572852074
606,1047071.0101803053,1049954.6147129359,1048704.3692637042
607,1047021.2844104975,1049759.461459075,1048949.1409534018
608,1047018.1904975694,1048920.582299254,1049791.145082163
609,1046975.9624844206,1048929.9447416274,1049824.1160842918
610,1046875.5051979206,1049183.2877855925,1049671.333822604
611,1046815.8073154672,1049357.0534809628,1049557.3667015166
612,1046775.0071521677,1049529.1359814242,1049426.1813760328
613,1046739.5551946409,1049547.9219469083,1049442.9398241758
614,1046791.5853972789,1049954.5291128205,1048984.3894847806
615,1046827.8490774826,1050096.3749344535,1048806.3607484614
616,1046780.0909445344,1050080.4724755515,1048870.0950502153
617,1048519.5084842258,1050295.0604130535,1046916.155483852
618,1050500.6250943341,1047991.2188357696,1047238.9378822263
619,1050546.410435558,1047834.1685106314,1047350.2512199808
620,1050577.7780847098,1047652.9079285035,1047500.1829224257
621,1050589.367641532,1047604.58169904,1047536.9483646386
622,1050596.1525980213,1047567.3823191744,1047567.381244868
623,1050598.9036620532,1047566.0107599369,1047566.0096841685
624,1050597.9852736595,1047566.4686273001,1047566.4675520194
625,1050592.1603565493,1047630.6860996126,1047508.0617785191
626,1050584.4891928465,1047618.9175119936,1047527.4778889191
627,1050528.9826982624,1047963.4689784863,1047238.3990985573
628,1048088.3454929291,1050483.9030820692,1047158.5585837724
629,1046807.3658759716,1050196.1981079483,1048727.1902105901
630,1046971.8388051857,1050323.3932680634,1048435.4603712384
631,1046974.076909901,1050285.5872305408,1048470.9584055296
632,1047074.4409958051,1050315.940959613,1048340.1632538936
633,1047117.3706580906,1050298.1447337621,1048314.9458171142
634,1046994.3000304592,1050148.0019751396,1048588.069357468
635,1047004.9674289313,1050093.549066307,1048631.7600235655
636,1047104.6341002117,1050123.9715412965,1048501.5719171348
637,1046995.9615424348,1049916.7255864267,1048817.3882254593
638,1047082.3437839503,1049949.743391769,1048697.883608524
639,1046994.3784606378,1049646.427025609,1049089.0592185117
640,1047087.8898276731,1048757.076009177,1049884.9226947578
641,1046976.9505742087,1048964.4284093345,1049788.61336873
642,1046914.5411723334,1049055.7572658556,1049759.7958227694
643,1046826.4061517061,1049499.2017618916,1049404.5855051258
644,1046802.8987575962,1049664.1592600902,1049263.2309261719
645,1046788.4603875027,1049782.3913288587,1049159.5282643223
646,1046749.818223353,1049776.669997402,1049203.9774574526
647,1046727.4800933135,1049823.5931730887,1049179.4719429093
648,1046708.9900279815,1049868.8834434247,1049152.74431956
649,1049255.1537088663,1049808.7454821498,1046666.7835026657
650,1050483.5520818187,1048005.4992574833,1047241.6879053058
651,1050536.2820811777,1047804.4733896153,1047390.0313935331
652,1050563.7216919109,1047625.9564172708,1047541.146930943
653,1050574.245959254,1047587.3645289108,1047569.2428787804
654,1050580.602778269,1047584.2240171601,1047566.044745959
655,1050583.3332849564,1047582.8750512324,1047564.6710295426
656,1050582.448580853,1047574.2146183643,1047574.2135513423
657,1050577.7919529004,1047594.6913810435,1047558.3803996077
658,1050569.2301063943,1047620.0352522414,1047541.5750969183
659,1050558.0068258082,1047592.5050300866,1047580.2953028755
660,1049565.6816052108,1049554.0187232227,1046611.0638783185
661,1046815.0794578154,1050175.9887989033,1048739.6437937927
662,1046780.3534215139,1050074.6416743312,1048875.656149734
663,1046763.1023124666,1049974.2192070903,1048993.2608966953
664,1046746.497021314,1049831.71788277,1049152.2913606921
665,1046765.0363847651,1049764.4573644798,1049200.929802039
666,1046782.8453684223,1049660.4570306316,1049287.0326802533
667,1046882.2988620857,1049868.0572943713,1048979.8855300983
668,1047010.1421925366,1049998.5829565143,1048721.4190913858
669,1046964.0481084442,1049821.6646612624,1048944.3308282567
670,1046940.5426270334,1049559.8292995177,1049229.5687013578
671,1046992.2696691623,1049575.5696752854,1049161.996827873
672,1047039.643037839,1048931.3529739012,1049758.8568905443
673,1047013.3617553439,1048892.6709380634,1049823.922065702
674,1046935.3399750243,1049031.2262302558,1049763.4885451028
675,1046863.4719228426,1049198.4705597665,1049668.2095512792
676,1046805.0645582172,1049489.0792535925,1049436.1019480308
677,1046775.2929297574,1049597.9195944385,1049357.1225551115
678,1046744.3600041802,1049357.8395686168,1049628.2195853235
679,1046708.3248418196,1049513.2227275777,1049508.9496219633
680,1046782.3104912293,1050001.2613858231,1048946.9965244236
681,1050075.2685676252,1048865.00910662,1046790.3544003016
682,1050495.6249730168,1047856.223717667,1047378.8388733506
683,1050531.0175619235,1047656.4639046153,1047543.2528152644
684,1050543.8547541467,1047662.4559415078,1047524.4610379671
685,1050552.5729610694,1047679.4315803297,1047498.7949903574
686,1050550.2139880566,1047774.3004830356,1047406.3028886763
687,1050553.628463152,1047766.9274645128,1047410.26911246
688,1050514.734774787,1047986.593104471,1047229.494599586
689,1050496.5131287745,1048044.4783729522,1047189.8182055593
690,1050458.991546379,1048151.2803793368,1047120.5149386094
691,1050437.0588099211,1048188.040420276,1047105.6549643131
692,1049869.3846721381,1049191.977049441,1046669.3503289304
693,1046833.1448606275,1050162.6629478727,1048734.8530741094
694,1046762.5887393365,1049992.802923029,1048975.209559168
695,1046868.2543531798,1050114.7406988028,1048747.5386420458
696,1046748.4500393835,1049757.8886627508,1049224.1202791657
697,1046767.6798152305,1049677.9715125544,1049284.7264943586
698,1046793.9464723942,1049604.1150275937,1049332.2295197477
699,1046845.5592641712,1049684.2087746407,1049200.4313557649
700,1046899.7689116296,1049726.4523775985,1049103.8824923702
701,1046903.9908567416,1049476.6528044313,1049349.3613802046
702,1046951.6591222443,1049262.2716760447,1049515.9732127378
703,1046989.8538484479,1049343.262721063,1049396.6849567557
704,1047182.9019635252,1048608.214501842,1049938.6948941313
705,1047126.1361158427,1048649.357799887,1049954.417018198
706,1047005.8731939747,1048856.3944322611,1049867.7410564143
707,1046917.3227475657,1049031.127801542,1049781.6532324906
708,1046847.2309709683,1049199.265842834,1049683.6985908356
709,1046818.5396799126,1049181.815985983,1049729.927061208
710,1046821.6794611053,1049042.6497962982,1049866.035660698
711,1046812.722972808,1048983.7030007965,1049934.0152280747
712,1046704.1485268623,1049563.7478329944,1049462.6144532876
713,1048771.2671534908,1050113.57768003,1046845.7282334584
714,1049019.4535391035,1049970.5243312365,1046740.6494349515
715,1048950.2392215007,1050032.8606117363,1046747.5731443168
716,1048814.173282997,1050131.2865764594,1046785.2497328477
717,1047942.3846328103,1050496.5913196527,1047291.7608101801
718,1047618.9857354879,1050539.0418414169,1047572.7266176053
719,1048371.1392144529,1050372.173174521,1046987.4493072572
720,1047257.3122038806,1050496.5648046455,1047976.8821840798
721,1047219.6191947273,1050479.6727261818,1048031.4547878234
722,1047418.5086714983,1050516.3665417717,1047795.8491678614
723,1046905.0009169149,1050265.373815837,1048560.3177117357
724,1046762.3581218043,1050041.5109368097,1048926.7821869643
725,1046670.9220930316,1049474.0832423605,1049585.5958861404
726,1046810.1218906477,1050030.683596156,1048889.7374184667
727,1046791.8450040919,1049924.9316930368,1049013.700188272
728,1046770.1802390201,1049749.7559821636,1049210.4676271584
729,1046795.1331689733,1049705.796699545,1049229.3946411058
730,1046815.4838658497,1049605.4070571023,1049309.348730939
731,1046843.0996904947,1049422.2080262785,1049464.8423661566
732,1046914.441097643,1049117.5966400004,1049698.0188752557
733,1047091.5469818912,1048685.848153622,1049952.5649499556
734,1047108.7671640873,1048731.0690227977,1049890.0251371886
735,1047135.3997267028,1048759.6678550283,1049834.6935550198
736,1047427.5564500861,1048223.8326005607,1050078.3752825619
737,1047247.3059280141,1048449.8031596345,1050032.752236424
738,1047148.2859150937,1048568.7549717409,1050012.9156453074
739,1047098.6147988994,1048601.4385617867,1050029.9958072149
740,1047032.5522928461,1048675.025557212,1050022.5605608998
741,1047047.8272725203,1048580.7471955146,1050101.6489938914
742,1046997.5898319242,1048628.0720062319,1050104.641682895
743,1046843.6186689998,1048953.065078915,1049933.6940742286
744,1046868.9285882122,1048816.9405557944,1050044.5764870502
745,1046818.9902434715,1048898.5378192603,1050012.9782020443
746,1046830.9018686715,1048819.6290228295,1050080.0282082967
747,1046675.073137568,1049395.7055512131,1049659.8248965924
748,1046679.692403918,1049264.772493476,1049786.174353213
749,1046781.2378368458,1048860.7685846947,1050088.659288969
750,1046896.8452275869,1048582.6018157955,1050251.235650299
751,1046708.901977886,1049059.6543521178,1049962.133670863
752,1046661.902892053,1049274.1681837915,1049794.6164881901
753,1046645.114348133,1049623.6466968143,1049461.914357152
754,1046779.7347958379,1050075.661216772,1048875.2576363552
755,1046897.7174513872,1048619.4185014358,1050213.4865931484
756,1046803.127844508,1048873.5889611696,1050053.8656105753
757,1046705.6308268786,1049337.2655045576,1049687.6373625917
758,1046761.2185621674,1049838.0139681194,1049131.2443551144
759,1046775.6117506387,1049788.1365253301,1049166.6643079487
760,1046825.294433694,1049059.584042071,1049845.4629653413
761,1046859.2292498912,1049033.363538674,1049837.6713754851
762,1046961.9904252734,1048807.9445862933,1049960.2465003056
763,1047128.3070946122,1048511.8343781651,1050089.9527881816
764,1047274.823792902,1048316.8580077373,1050138.3214213396
765,1047320.2442852599,1048300.3705694525,1050109.2943461156
766,1047329.3301577714,1048343.3285585844,1050057.154284617
767,1047333.591387567,1048398.0662092139,1049998.0578187222
768,1047240.3242471238,1048569.1828776462,1049920.2051797162
769,1047289.6142443586,1048412.6737338118,1050027.5184567107
770,1047281.0904777051,1048368.6863134934,1050080.1220466369
771,1047311.6290178252,1048268.3756923305,1050149.984030338
772,1047116.4255975285,1048547.2962552486,1050066.3535015439
773,1046905.4855611897,1049002.5160645577,1049822.1562714127
774,1046810.3503828322,1049523.8163844917,1049396.0688291842
775,1047047.1640875493,1050157.0706048368,1048526.0730156066
776,1046757.3155734419,1049563.603826049,1049409.4541138464
777,1046756.3589157169,1049232.1231110622,1049741.950333594
778,1046719.4327222157,1049635.2996932757,1049375.7512184335
779,1047028.5098847586,1050273.802294716,1048428.2146267258
780,1046800.0275843821,1050029.1927348713,1048901.3411029954
781,1046757.1020211643,1049965.418900117,1049008.0661843233
782,1046860.0609393985,1050156.0262261142,1048714.5164198615
783,1046724.4919783212,1049098.0715171702,1049908.0471822505
784,1047046.3426516403,1048353.1293908483,1050331.1362681934
785,1047996.4860345965,1047295.4299717956,1050438.6805018426
786,1048383.1523906164,1047038.9752941906,1050308.4477165116
787,1048738.9386449791,1046868.1852483964,1050123.4213159352
788,1048180.6462268499,1047190.5422236768,1050359.31781425
789,1047311.1489609432,1048036.2041012982,1050383.1059190587
790,1047073.252511021,1048420.212581848,1050236.9387554734
791,1046905.154400858,1048813.0698450233,1050012.1171952249
792,1047101.7579082919,1048447.6183378571,1050180.8961506672
793,1047181.5746401969,1048355.4597550766,1050193.1630013136
794,1047289.527175373,1048231.6566107124,1050208.9333969723
795,1047146.7925895927,1048518.4392774916,1050064.8006384384
796,1047113.5197821278,1048650.1596232662,1049966.264746887
797,1047189.4092507301,1048563.3636073143,1049977.08004424
798,1047383.152959012,1048291.9430554934,1050054.6635228067
799,1047431.5139099061,1048275.9427809268,1050022.2081383262
800,1047570.8937234996,1048090.5861109984,1050068.1759603387
801,1047517.114565137,1048111.4202039742,1050101.2120492065
802,1047490.3851079948,1048099.701273518,1050139.7497908082
803,1047458.4266757391,1048097.1331865531,1050174.3632445638
804,1047272.3218843502,1048318.7018669442,1050138.9831103059
805,1047050.0648186954,1048676.618575746,1050003.4032835674
806,1046840.6994381918,1049364.1259359878,1049525.3364379557
807,1046860.760145497,1049797.3541996623,1049072.117197644
808,1046811.1523408892,1049721.542792601,1049197.6000460729
809,1046899.6920100948,1050012.7102151734,1048817.9498610906
810,1046803.9068410329,1049062.039724315,1049864.4551029177
811,1046748.8738768421,1049253.9681300067,1049727.6014090173
812,1046885.3432431022,1048750.7274870325,1050094.4061552654
813,1046866.1474618261,1048777.6482725458,1050086.7059861606
814,1046900.3066955828,1050144.4091936913,1048685.8017678936
815,1046702.7159666172,1049400.3833547647,1049627.4251946292
816,1047323.5346427144,1047992.4345793604,1050414.5530047838
817,1047690.2699471741,1047590.6878071891,1050449.5530587812
818,1048712.1977677974,1046897.4288915296,1050120.863743236
819,1049170.5426705,1046757.991774194,1049801.9267642733
820,1049148.3568928384,1046775.6863457435,1049806.3803127017
821,1047802.9486376683,1047533.9588910671,1050393.4702934083
822,1046948.2534806324,1048721.4358960357,1050060.6351329566
823,1046944.8996194837,1048778.7321295147,1050006.6324150513
824,1047176.1764461468,1048364.3388744097,1050189.6820760304
825,1047537.8797583735,1047905.0217240114,1050287.2233943443
826,1047161.5294856823,1048481.2860443566,1050087.2317787216
827,1046974.3647887656,1049009.8320165442,1049745.7686234787
828,1046995.2430065493,1049057.9187389144,1049676.7182412094
829,1047367.126417899,1048297.2095743893,1050065.4557599684
830,1047676.2146646042,1047942.2414744776,1050111.2453307111
831,1047609.0975677373,1048067.2143205534,1050053.2979958216
832,1047560.1390738925,1048137.0698546175,1050032.3864225459
833,1047482.3252047732,1048192.6609975483,1050054.6968501138
834,1047757.4425860717,1047823.482545475,1050148.8440086925
835,1047671.6392545089,1047876.4275690519,1050181.7860787231
836,1047511.9271547943,1048023.9651823685,1050194.0412612297
837,1047505.5980017083,1047995.169947786,1050229.2425550309
838,1047456.4993146948,1048021.9160682522,1050251.6675137423
839,1046927.6956573931,1048937.4680365517,1049864.9863889855
840,1046818.6049560205,1049432.4439060607,1049479.162534345
841,1047021.7665113877,1048604.0437460076,1050104.4559608377
842,1047268.7112546907,1048161.6267784577,1050299.9759623865
843,1047477.8597227166,1047876.1078325657,1050376.3866619612
844,1047676.3645504673,1047650.6713663006,1050403.350550765
845,1047289.0846902884,1048087.606323565,1050353.7193806511
846,1046780.3651096661,1049124.062341643,1049825.998300749
847,1046751.0855970862,1049264.817073881,1049714.529689406
848,1046781.1275865607,1049114.3080436646,1049834.9945263774
849,1046770.8368711974,1049178.9145429325,1049780.6677439902
850,1047443.1611447692,1047897.7482864421,1050389.4900579678
851,1047700.0416926749,1047633.1235529325,1050397.2061174589
852,1047627.0754750081,1047720.4436985361,1050382.8159057626
853,1047665.671108673,1047698.2405925791,1050366.3793184832
854,1047568.7167974372,1047821.255838726,1050340.2670177277
855,1047653.6357186188,1047754.3696209571,1050322.1761722958
856,1048148.9970438263,1047347.3600478467,1050233.7600913846
857,1047451.3051645,1048045.3403012059,1050233.4018430547
858,1046940.9088496111,1049146.2706440748,1049642.7930757066
859,1047174.4844603369,1048562.7521587604,1049992.6570621186
860,1047360.5333075422,1048295.6915923558,1050073.5864596
861,1047726.0824347448,1047875.9023865543,1050127.741518653
862,1047916.8575398985,1047726.307163026,1050086.4746534424
863,1048032.0343529107,1047663.8039825967,1050033.7127804577
864,1047867.6825133769,1047822.2712681302,1050039.5777621036
865,1048020.5542420236,1047645.2388938867,1050063.8226036532
866,1048189.4434267358,1047478.4279178139,1050061.827040447
867,1048074.0797731798,1047533.3170638592,1050122.3819599822
868,1047975.320081829,1047582.9475071313,1050171.5886769157
869,1048256.9447282156,1047341.0737399483,1050131.9116250658
870,1048843.4586683698,1047013.8163215759,1049872.7246006134
871,1047703.7372259819,1047751.092011286,1050275.2348540353
872,1047115.2687983316,1048517.3478391938,1050097.50631574
873,1047727.3741261241,1047682.2270263573,1050320.5744334452
874,1047729.8557357668,1047661.7335330016,1050338.632179101
875,1047996.5603007992,1047411.7277031955,1050321.9720596902
876,1047986.9788904815,1047408.2956361619,1050335.0164930925
877,1047612.2491877051,1047744.2423228433,1050373.8224849866
878,1047149.7800003944,1048333.9202478381,1050246.6284832158
879,1046967.8335832959,1048669.2250117154,1050093.2764842957
880,1046955.9248766565,1048697.3376929122,1050077.0703928256
881,1046854.223565475,1048979.9768482822,1049896.1219890309
882,1047835.9843328324,1047531.5866586958,1050362.7325295222
883,1047556.3169489491,1047819.6492277263,1050354.3103421275
884,1047543.5352892821,1047848.389931151,1050338.3164661224
885,1047865.4462480877,1047544.2895463986,1050320.4636000898
886,1048173.562329121,1047317.9427968408,1050238.6449569683
887,1048257.9018554803,1047280.1537240735,1050192.0386814054
888,1048382.2158643568,1047223.7790108235,1050124.0376303433
889,1047969.8299871376,1047544.1321387836,1050216.003302867
890,1047412.2624863207,1048174.5124168008,1050143.1187780946
891,1047703.7078966433,1047857.7243316799,1050168.385715543
892,1047713.7310058482,1047883.2797497599,1050132.7281601783
893,1047779.2308049774,1047852.2658265879,1050098.1606657987
894,1047901.9005291979,1047769.76378839,1050057.9094747703
895,1047882.1849908705,1047828.2701894888,1050019.0338987487
896,1048335.0446442997,1047475.5698120006,1049918.85050802
897,1048192.2020335447,1047539.9320374723,1049997.4114284767
898,1048053.7087587694,1047613.8449703577,1050062.0708245805
899,1048134.1002980985,1047518.2351522665,1050077.3660194282
900,1048069.0328058796,1047538.6238247814,1050122.1189429741
901,1048181.1511759268,1047425.7999926748,1050122.895025062
902,1048728.5803499685,1047090.6084984919,1049910.7238193534
903,1049074.7669828625,1046954.9484478821,1049700.2589294726
904,1049090.299190861,1046930.0997651041,1049709.6317078664
905,1049073.9055498163,1046915.0485973287,1049741.126860171
906,1048944.1395333803,1046934.6235641107,1049851.3617792388
907,1048865.8734466403,1046947.5171932594,1049916.771172237
908,1048895.5553276688,1046926.8005398758,1049907.8355610347
909,1048691.935564851,1046998.9527350729,1050039.3251008454
910,1048478.7398918777,1047099.8022888965,1050151.6853171731
911,1048238.4938050916,1047243.7847972413,1050247.9549694518
912,1048205.2986255881,1047266.9854115963,1050257.94750562
913,1048226.5474592018,1047256.0493904355,1050247.6245982323
914,1049004.8145127455,1046888.5911437,1049836.7977316908
915,1049061.0572438594,1046882.8704318955,1049786.2498828885
916,1048951.0671054842,1046925.5391500852,1049853.537984867
917,1048900.479361372,1046956.2681762695,1049873.3562439561
918,1048946.4174066985,1046958.6452643507,1049824.993941849
919,1048886.5530415887,1046997.4678047276,1049845.982375663
920,1048625.2427749673,1047125.1785418774,1049979.522835436
921,1048087.1770651588,1047482.8305514,1050159.8723701145
922,1047615.8298499106,1047958.3401373693,1050155.6413722176
923,1047711.1275120532,1047886.0827397809,1050132.5286639524
924,1047989.9289110177,1047650.8414986659,1050088.8929135378
925,1048011.0414515613,1047666.6174350587,1050051.9263645236
926,1048061.0881039791,1047659.7880737536,1050008.6291991882
927,1048022.3144228384,1047729.6252783493,1049977.4846478477
928,1048244.3872192675,1047567.2078933149,1049917.8010943104
929,1048104.7203638841,1047638.6695744087,1049986.0830241987
930,1048139.5517469653,1047578.3178172398,1050011.678740096
931,1048188.0515470376,1047510.948290678,1050030.6217723396
932,1048119.8865437743,1047532.8891112852,1050076.9165777548
933,1048233.5289054267,1047422.693796196,1050073.536835689
934,1048483.2621495107,1047243.0947951082,1050003.4659535473
935,1048564.8053043239,1047177.9056898247,1049987.1706980604
936,1048677.8276249864,1047104.1940222016,1049947.9137049785
937,1048763.3589776212,1047050.2955147484,1049916.328843917
938,1048835.8052594988,1047007.2641868744,1049886.9556973919
939,1048764.4061235122,1047022.003690575,1049943.6505363174
940,1048750.8686154678,1047017.4423426198,1049961.7776168722
941,1048682.6282661806,1047039.297957121,1050008.1832900993
942,1048338.4111998582,1047218.1925375061,1050173.5192159011
943,1048186.0543276068,1047316.8110246826,1050227.26338409
944,1048242.6480977972,1047278.672677043,1050208.8060312772
945,1048743.267484486,1047010.4480364531,1049976.4016621183
946,1049138.5985730113,1046893.9017891338,1049697.5996076025
947,1049213.521562382,1046890.065432652,1049626.4883592862
948,1049002.3994212996,1046947.1567169104,1049780.4874597539
949,1048752.2781517184,1047046.8824587561,1049930.844430902
950,1048590.3903770198,1047136.2029587177,1050003.3667497311
951,1048558.6574837317,1047170.8114762456,1050000.4402408504
952,1048550.4759240416,1047195.9896969091,1049983.387281333
953,1048337.0646320407,1047341.4626381675,1050051.2644820483
954,1047976.3905757819,1047635.687530801,1050117.648233369
955,1047900.6597885224,1047733.3217605541,1050095.675748287
956,1047962.7318081928,1047708.8218536302,1050058.0315893209
957,1048040.8328844196,1047674.2828818016,1050014.395081467
958,1048196.30175395,1047585.0367968722,1049948.096169237
959,1048246.7626756631,1047582.8867325354,1049899.7080869488
960,1048688.1231666373,1047345.4811411843,1049695.7215493543
961,1048703.4305151321,1047306.9173310993,1049719.0508955165
962,1048366.9327509915,1047452.9467833361,1049909.5907554873
963,1048121.0751374235,1047596.2853066376,1050012.1794577464
964,1048253.7497088008,1047470.2993807995,1050005.5578773592
965,1048444.0100747148,1047324.1680601632,1049961.492747237
966,1048520.9376391717,1047257.990273133,1049950.80313254
967,1048603.6148926867,1047194.4610549716,1049931.710934509
968,1048736.5928047379,1047115.3482104741,1049877.8968238735
969,1048772.5313270479,1047083.6463515006,1049873.7057247246
970,1048846.072125944,1047041.1832371734,1049842.6677437385
971,1048753.6342422073,1047064.054176111,1049912.2681138245
972,1048641.1854839213,1047103.3728040041,1049985.4250483618
