,0 pi,2/3 pi,4/3 pi
59,1050687.3223812038,1045282.5998762435,1049766.0506343108
60,1054212.7220484514,1042207.3873666665,1049342.661182671
61,1053401.785727781,1047512.4773290475,1044832.0647646349
62,1055757.4584016327,1049638.6935854629,1040388.9395043707
63,1052679.8763462706,1038927.6906280434,1054187.8688773718
64,1153552.9532553486,1004607.9176891441,995098.436246955
65,1052171.2220764083,1032772.7588216164,1060982.6599790426
66,1049579.0681505387,1042105.2782007242,1054078.5361392216
67,1055913.3858952355,1047373.8939280822,1042484.7726319932
68,1074322.255278295,1008557.4247467945,1064041.878942798
69,1034268.1661133417,1058118.3490766417,1053494.0488503564
70,1041834.9277787044,1056501.863540774,1047443.4429218279
71,1042994.418361743,1070163.1733771907,1032924.2667900887
72,1080807.073015123,1014178.2965019095,1051806.981421903
73,1054167.319984885,1053300.905044854,1038335.333128098
74,1060545.445364464,1036993.4828246684,1048321.3852147242
75,1064611.8868189594,1042979.0930722909,1038324.6807271626
76,1065651.6623384596,1031138.4406136371,1049222.109758211
77,1044403.1381978221,1053111.5059167554,1048231.5244029865
78,1029279.1968647259,1062092.8439376352,1054638.148942298
79,1037582.5008045888,1050334.819812079,1057911.3376202236
80,1041226.7172318231,1065377.7721512746,1039324.6810221077
81,1040978.3518293403,1048129.187118307,1056679.3922638372
82,1037322.4870574832,1056317.3441788293,1052183.3358360562
83,1046151.6896556343,1045959.318995305,1053635.2639111609
84,1017458.2373491576,1084136.1090153556,1045203.594219373
85,1052272.81520355,1044573.2122981024,1048896.1780489006
86,1061081.2064639223,1042351.5736862522,1042406.4103533933
87,1050758.9690597442,1044458.1754064744,1050523.0209249642
88,959746.7208777323,1111897.6933141411,1080229.850717891
89,1039406.7409503383,1057633.7173892097,1048766.7690394514
90,1040833.557030441,1054508.3928602391,1050433.059883985
91,1048643.7199526234,1048144.7918501075,1048939.6421021987
92,1050489.3813459424,1044377.5632169944,1050873.7237512998
93,1064322.6473439366,1044139.5636074631,1037452.4048169162
94,1062600.1120465756,1042973.6303196838,1040295.69660465
95,1049567.274403885,1036960.4465122632,1059320.1250189627
96,994589.2025619363,958732.3033080067,1210025.0494561733
97,1063206.0748221949,1046234.7444042194,1036461.8288404096
98,1038262.6704444906,1055930.354619731,1051615.8894540872
99,1048990.2886991128,1057209.8382240734,1039601.900818731
100,1036092.6871069297,1015713.491726508,1095563.427299452
101,1052965.0103105498,1054698.7665854136,1038143.1841193015
102,1056846.7340937224,1058725.182195824,1030395.4203555284
103,1045725.5857621586,1067018.0636443868,1033262.2135675007
104,1053747.464847909,1043137.5660159938,1048869.8659604224
105,1039417.2071324706,1062721.1800725202,1043736.1859783574
106,1056663.1216420596,1051156.4894746258,1037996.1229601972
107,1044385.4151498812,1053222.2650577433,1048139.0783580865
108,1060521.1053257894,1073700.037513676,1012496.4424868278
109,1049205.9599627573,1051976.3525505716,1044559.0841314035
110,1044985.1508489199,1054538.2222323993,1046230.3494925941
111,1051949.0496424565,1050379.9100059497,1043418.6999519238
112,1072749.857369875,1008984.8349907699,1065150.1586256807
113,1061499.5979294146,1036323.7275002422,1048056.0228301138
114,1046519.7516504212,1038346.0510759125,1060987.5681562126
115,1051444.7602334863,1043509.3263949623,1050792.4210308457
116,1056255.3719879277,1057475.02460249,1032191.487830759
117,1048562.6974704746,1041658.8962847078,1055552.4288287517
118,1069143.8208413497,1026446.6476588105,1050574.6358908792
119,1048154.5756684939,1040410.9525315565,1057230.0571640213
120,1091169.953022022,1055018.739802724,1001481.1874641606
121,1032848.8592534668,1047086.8603267862,1066056.9831737198
122,1053200.1137356935,1044269.0144973653,1048277.9553913776
123,1041173.4732810162,1047775.0219919034,1056838.4926269306
124,1029054.4400011501,1057440.9853052997,1059508.74868525
125,1047537.750759546,1040398.845381204,1057864.9447908155
126,1039209.0476359919,1049294.6090060624,1057302.740222702
127,1053226.3910901116,1038914.3871940653,1053654.3417685037
128,1034599.7378441043,1132468.8697821535,984086.9294965307
129,1052552.8069840944,1042150.320988932,1051055.0318055835
130,1027476.1109949221,1069462.9534243962,1049209.416509635
131,1037890.7162002967,1053541.0455922775,1054378.4895643436
132,1061555.8330594501,1021487.7593951048,1063216.7997527013
133,1065621.6386550267,1043172.0716710996,1037149.0174567165
134,1055315.700671001,1073031.8872872177,1018129.2058186223
135,1063144.65077426,1047243.404639262,1035523.2335938294
136,1085530.459677146,1001806.6935127564,1060148.416725966
137,1046612.5428589038,1035902.3834727773,1063396.2285914805
138,1058263.0408360006,1030224.7631357748,1057483.3485537192
139,1063962.530867305,1050033.5290562294,1031977.2105582779
140,1064453.1908977886,1029743.1089876926,1051826.0502238476
141,1030584.0247084628,1052745.0874408537,1062656.0548875295
142,1023662.8449932807,1080520.525173566,1042345.5838052498
143,1050616.9699019766,1050354.0226719896,1044767.4178230079
144,1012858.3421208158,1062754.9472346348,1071059.8102923268
145,1056829.9630681332,1054322.309507495,1034715.5614555147
146,1041964.297721601,1059394.9027249059,1044453.5599240316
147,1031639.8617492487,1058583.379105157,1055713.5712894653
148,1021021.3774519166,1067748.381500644,1057533.7685451354
149,1056060.5368805542,1056138.9650201967,1033688.169750801
150,1043313.302898446,1052909.2969534656,1049527.9924841812
151,1041615.3398200958,1043361.1700914486,1060859.5060418278
152,1057749.2171203436,1060881.4481895405,1027423.0076497117
153,1045777.4607504854,1051307.829401169,1048650.005539304
154,1070986.4136056323,1017004.7921000464,1058498.4122972311
155,1054993.5368641047,1045108.5764850758,1045655.3255544213
156,1072569.2823667258,1039027.9748867812,1034542.5975971757
157,1029180.3070154574,1067638.5446265452,1049262.0091038619
158,1046192.3532415093,1043045.7577767796,1056537.4051225767
159,1039595.9356921768,1045301.6627119961,1060946.939865706
160,967566.0767137125,990574.259617082,1203763.2568787716
161,1053558.9296926507,1049004.8804992947,1043189.9499061424
162,1034446.6367994003,1052438.9960925253,1058996.452052892
163,1051530.5985771178,1054651.377972354,1039606.1511161174
164,1046959.6369561644,1020852.4537792238,1078716.7372009922
165,1053272.7309261165,1060051.2223995551,1032599.0681529649
166,1052014.376468715,1064813.4339741087,1029210.3590985101
167,1050119.5454619182,1070495.5293950161,1025594.9593861019
168,1041950.6522447156,1050089.593899589,1053722.4062300553
169,1047958.1075148778,1052770.8636073198,1045013.6529570171
170,1074159.0043927154,1044842.2152203104,1027262.0866720141
171,1045355.3112648204,1054278.9164029455,1046117.1097208869
172,1063632.8694615085,1073874.2260117976,1009367.0372090611
173,1048446.1126610734,1054003.0737385554,1043306.1084785662
174,1036562.0853629536,1058505.5484135163,1050778.5152642415
175,1044411.5341565856,1048121.902011495,1053213.1854454272
176,1062779.7950354298,1015258.7893906967,1068504.1851258476
177,1052959.7046840372,1042387.7805284963,1050409.541066431
178,1045814.0158801157,1044075.5608350366,1055877.137031551
179,1060027.7307819342,1040600.4238835925,1045198.1494181129
180,1066888.4417197753,1049533.9762713646,1029636.9430725904
181,1044447.4828110011,1045168.5669833077,1056152.9894156023
182,1059814.3761648294,1035441.785432396,1050616.3031680635
183,1053304.27270419,1043266.3453711264,1049181.6603856944
184,1089159.9015402887,1047624.2722206997,1010423.3811224883
185,1042029.1807874141,1046724.4333146493,1057030.5417541182
186,1055573.8287801817,1052838.5170846805,1037407.1492184056
187,1040162.6801975374,1050712.27081692,1054908.096036619
188,1020088.1239180173,1066870.6869608804,1059371.2779750442
189,1049670.9339709976,1038575.2400169588,1057568.6481829137
190,1036759.4091390503,1045944.7995488434,1063195.58499377
191,1045312.272337257,1030807.4407211723,1069982.3946343623
192,861243.2683449865,1107799.4922573315,1206899.0043293103
193,1052410.9740440908,1048435.5781889951,1044894.9312676877
194,1020762.9973417616,1046694.3012567236,1079084.9872469779
195,1052831.273663651,1041411.5907215283,1051522.384624009
196,1042982.9168993805,1026878.3414583983,1076477.2978277586
197,1064994.957592739,1052134.5868259063,1028917.3051934798
198,1057950.8645014744,1058002.6972173755,1030022.8464286852
199,1050347.1623030647,1075597.370976248,1020508.6837918399
200,1035375.5714999684,1026258.5681187717,1085048.615648429
201,1051514.0991520078,1054306.559069344,1039962.4942905057
202,1079262.4213943619,1031846.5193597273,1035285.6853718518
203,1032015.5513552612,1068500.0758327502,1045536.8217658084
204,1047607.2373069465,1077188.1938324769,1021668.5323970414
205,1057499.8749971553,1054499.3268201463,1033886.3917465623
206,1042139.8342993554,1070842.0375191327,1033116.2298669763
207,1045380.0075518868,1048830.9928905831,1051526.0509579286
208,1040980.6956571147,1067821.7002805055,1037191.5210855058
209,1053353.17601836,1039432.6803915536,1053002.2308035106
210,1052010.8547674327,1040954.4887867981,1052804.5062218055
211,1082506.2394167646,1015861.5700684193,1048419.3153219814
212,1101476.5166224202,1015973.7422240635,1030278.0038200426
213,1041414.2333070938,1041056.4620356258,1063413.6993885166
214,1066990.3506580777,1012851.666208647,1066814.709010453
215,1050398.1514560326,1042436.4305076184,1052921.9814558523
216,1157979.7071815357,977504.2009579948,1018772.0410786902
217,1033475.0825593179,1049628.8455875972,1062830.2155601415
218,1064704.4237484254,1053532.190774955,1027832.3012407772
219,1032325.1485332616,1066352.2335410619,1047327.9543475268
220,1036619.3904481061,1057796.1825909342,1051425.0009953426
221,1038353.0715364446,1046769.8233637031,1060726.8939931067
222,1029397.6835285466,1058440.0944501166,1058155.7518087304
223,1033855.0442566711,1030233.1268813129,1082450.662379687
224,1154142.0025044242,1003811.6982955829,995383.7331752118
225,1041914.9410799227,1054657.5988736092,1049194.4355269938
226,1052021.6665263616,1045797.8587833358,1047918.0226821476
227,1052623.640495277,1040576.8381625194,1052573.4641253375
228,1068644.9959299576,1034553.715926731,1042830.8236503552
229,1027177.5168100167,1063919.5538103078,1054981.0727246418
230,1032831.6815137493,1054410.8163146242,1058668.500855894
231,1039690.4674381717,1058168.9299522035,1047950.3164044396
232,1064647.0730887,1032338.6419830107,1048991.2334765939
233,1053234.0480875561,1054853.7987409611,1037725.4310112832
234,1044455.6623185469,1057955.3240887441,1043379.9306915681
235,1032483.5107744905,1061609.5490163304,1051844.5149844503
236,1031885.995317391,1074126.34672055,1040193.2442496823
237,1056526.5035710186,1045483.310174808,1043763.929510884
238,1057076.9266280066,1045581.2379897436,1043122.750644578
239,1045268.7590796166,1050297.0058847056,1050170.0745995739
240,1084123.6937235207,1060537.3828851935,1002739.0972755771
241,1044423.6428785681,1048290.9114197906,1053031.1705901688
242,1052466.0231739932,1046088.8854744377,1047184.180266507
243,1061697.5584472332,1042942.286647456,1041211.2497111533
244,1046645.4938186503,1041481.9633897403,1057665.71388666
245,1039431.7316723744,1049816.2878298708,1056550.9116923336
246,1044180.5085321892,1041886.0070717207,1059751.5911126921
247,1048746.4021801709,1048316.9422323325,1048664.7051864
248,1041097.2919139604,1036788.8780993941,1068116.8150932286
249,1051754.3154570863,1043276.4452540883,1050717.6352508403
250,1038353.7861645673,1058678.7048255468,1048794.0248066345
251,1043283.2612220207,1047130.5975278984,1055350.378028364
252,1046948.2762515168,1045601.7531529962,1053193.6194165333
253,1062839.328538136,1040544.7996896735,1042489.299283076
254,1058509.4765816974,1050216.911779649,1037112.6059042512
255,1057330.5294098896,1038945.0515506606,1049533.630038989
256,1497418.1512858127,1037500.9295064267,747262.9775793953
257,1047780.57502303,1045178.9541125215,1052782.7135099953
258,1017409.9597016657,1076765.2601858212,1052401.7182657586
259,1051040.3677324848,1058210.064131209,1036593.1876224122
260,1100731.7335405336,1021441.7985803279,1025456.938453453
261,1028872.0810728727,1042841.285522713,1074536.7711092061
262,993001.9118111924,1079458.853374323,1075540.6021951106
263,1013275.8653172725,1062488.3135228306,1070887.5368641065
264,984967.0436232041,1075429.9259297783,1088357.3913465727
265,1052360.0997244422,1061280.8115691675,1032297.238003607
266,1073272.393094141,1052322.7200077297,1020798.267652534
267,1057817.0982359245,1053739.6836821781,1034321.5379829562
268,1079629.3570040904,1042512.4079170264,1024343.5006488528
269,1058370.0825943842,1048736.3531242036,1038713.6949418024
270,1081290.5801504701,1016585.2112863774,1048850.418269199
271,1065571.203429839,1046434.7493655996,1033963.7654098803
272,1074438.117047234,1018151.1716678296,1053912.521741832
273,1039709.3550508178,1032630.7108996689,1073851.2462742014
274,1033137.8490254371,1031431.3434320505,1081943.421812849
275,1039646.3999264092,1036959.4025086537,1069431.96158967
276,1047772.2790673026,1022378.4012906204,1076270.5395330612
277,1049085.547289743,1041958.6223287983,1054722.851204879
278,1033363.8087489002,1050791.5181861862,1061768.3405080254
279,1035295.7399061486,1050897.795550843,1059679.9218443667
280,947188.4633337753,1027365.4619412775,1185153.8337689755
281,1052874.591698319,1057254.11981608,1035722.7834662813
282,1084648.7902914684,1035056.8415354751,1026952.8145205217
283,1052702.4185161383,1043197.3474543265,1049850.9231290205
284,987946.6382099747,1107523.4675581455,1053678.1786083723
285,1061616.8665483783,1045449.2159600585,1038793.3034740721
286,1084835.5468766245,1023766.9746294869,1038098.0898054782
287,1071527.3936838137,1041229.5965383328,1033358.3272798365
288,1145122.7477963695,1125933.529182125,893396.7327018823
289,1041356.0947695149,1046895.0307087564,1057541.4047915037
290,1055359.2072610597,1047425.4137400582,1042980.877794043
291,1043611.8427061783,1044335.6421192131,1057841.7777241978
292,1052750.7518669968,1075134.122405176,1018615.6895058214
293,1047432.178423309,1038623.6874235692,1059779.8416797256
294,1038270.5853939131,1036217.1032247221,1071616.9078606756
295,1048220.5491394391,1031478.074019404,1066318.9358442163
296,1047990.1062622627,1057206.8603905155,1040597.0737831778
297,1052664.471130569,1037929.2136459216,1055217.3683978969
298,1042209.2062330426,1042524.119935816,1061106.3330748286
299,1043069.8162519861,1049890.132858201,1052791.8058850616
300,1031900.8773685009,1021905.9406041779,1093348.4734731638
301,1054145.2024666814,1037384.684328654,1054288.1819651783
302,1067510.80302793,1031844.5871192024,1046678.7561099003
303,1049396.5455266875,1054756.560127331,1041616.5252480626
304,1036765.1032493548,1079266.3659114325,1030370.157399915
305,1041552.4077959511,1061363.7622524379,1042928.5344337922
306,1047409.1342660286,1063991.7782599728,1034535.0559417519
307,1052868.7888601513,1046104.8602406819,1046767.6092544988
308,1028525.6074180151,1052965.7063249184,1064559.3720895431
309,1042228.5201313682,1058248.689569381,1045319.6711054761
310,1019106.9415507502,1072434.157673317,1054891.358740414
311,1053653.443828847,1047978.7887298261,1044117.7082933073
312,1011695.4747011438,1057525.0824957064,1077595.5856218713
313,1056957.411292768,1051722.9852034512,1037148.0946581997
314,1046793.6625030459,1048733.5485760905,1050203.5786844501
315,1059598.4279169622,1047007.9880089709,1039222.4060035622
316,1066633.876414005,1037407.9674597821,1041922.2220085439
317,1041954.3619091907,1060043.3290596656,1043824.6835760869
318,1061665.91559606,1053569.8491597404,1030737.5557794919
319,1051206.4265676355,1062651.3366765284,1032097.4776672929
320,1262077.6006981428,1043637.1147027848,875792.6189530275
321,1047646.5672087207,1047601.433405534,1050482.5975461607
322,1059154.0180375995,1053135.592728887,1033608.4777301932
323,1034293.4575703037,1059101.0813163575,1052490.8584855634
324,1065174.464569641,1067728.465695149,1013710.8625784146
325,1044978.5709645404,1050134.1357557967,1050624.6231281445
326,1019161.0591848809,1046261.4459089932,1081228.9013368625
327,1044039.8898298853,1028293.55427708,1073906.4394968336
328,1041950.3962001702,1103596.361352999,1002650.4313045095
329,1054276.2416985908,1026351.8195073444,1065487.2969362568
330,1047524.1795675416,1046003.6320660502,1052210.1688317743
331,1040755.9015444966,1048202.113876922,1056831.7107772946
332,1044114.6462647204,1022898.1826673419,1079494.8113920568
333,1052796.6462476875,1024294.9370991027,1069127.3984680509
334,1082841.3085497073,1001646.7679410458,1062947.9758587142
335,1039136.7906549813,1065813.0593833239,1040989.7470223962
336,1067970.5350090638,1032449.4591868292,1045615.5400715464
337,1040774.7203884096,1073374.7955516444,1032031.2413861895
338,1038819.7866859909,1068757.329836146,1038439.4612400724
339,1041376.8262855901,1060409.404252972,1044043.0505178937
340,1006061.361679984,1084391.9574632372,1056779.9733474273
341,1044830.3457677093,1068375.813930424,1032833.6215340154
342,1012938.1782778471,1095084.2263049418,1039382.466341948
343,1065022.7267310075,1034363.4650548089,1046569.0219411657
344,977515.2438253275,1130988.1580504633,1042881.3921864012
345,1050591.865605346,1045691.1491267852,1049451.2566968703
346,1043519.4156381405,1042348.5614107988,1059952.4197431095
347,1066253.8916169014,1031246.2742089543,1048520.0408991902
348,1054662.2483433762,1047440.193938134,1043655.3813392037
349,1045985.8416129712,1049087.988006735,1050659.5644974126
350,1068561.2019669816,1039550.8791408739,1037899.5515708488
351,1054532.90851953,1060703.3141807504,1030730.6695235535
352,944528.6151111635,1102678.256592488,1106678.1897326398
353,1046330.0779972997,1047625.4156657433,1051780.2382031993
354,1053747.1782720576,1045611.7887822805,1046388.2560317131
355,1045251.7600406448,1055319.2823494691,1045189.3783804241
356,1028940.8102469562,1058445.0533724742,1058620.5164743753
357,1055662.721450917,1040746.3155031065,1049372.4446013526
358,1060665.6239459666,1045374.619962022,1039799.0681210811
359,1059459.3062423072,1039142.5694703285,1047225.9050395426
360,1029883.724022869,1071933.6376465575,1044345.9005376205
361,1054647.7197164772,1045014.4478212302,1046092.4010955908
362,1064213.3812155353,1036685.5944024133,1045019.0674342691
363,1057053.5540761177,1037830.719117411,1050935.7064908212
364,1069743.945707542,1024945.0760816569,1051523.020053774
365,1046391.5605843393,1050558.3231331788,1048782.2857125306
366,1037109.1703021256,1047048.7359018432,1061716.234544914
367,1043083.677810264,1046620.5657016522,1056066.719319094
368,1023918.6800919251,1041000.0331535607,1081647.9961815395
369,1043607.8874357835,1043743.1010063069,1058446.3731095665
370,1043866.7969920826,1049118.2183805802,1052762.055028155
371,1047000.194822232,1052956.7717640449,1045785.0826942807
372,1058036.922086902,1050652.5400325889,1037145.5744116862
373,1052644.2919092374,1046698.3764192718,1046397.1685479601
374,1053008.9177166433,1059711.9298564126,1033188.5519075058
375,1055875.8872110753,1048733.1058626703,1041170.5780206315
376,1064357.37177034,1061530.0018417637,1020417.4333305799
377,1050520.4838022578,1047516.651807614,1047693.5737357147
378,1045623.5995850378,1041978.9790497277,1058194.443650631
379,1048681.4784389471,1053677.1573452356,1043394.5792887424
380,1044996.8213697018,1040339.1140700987,1060498.3011670527
381,1043286.5847020163,1045797.9513141798,1056691.89271067
382,1035833.3416383232,1048212.8277878328,1061843.2487448496
383,1030707.8139381853,1063275.9012659134,1052005.1603192387
384,1374701.257040152,981960.8707340093,858382.3903630435
385,1044435.213016464,1044468.9467388921,1056872.8836520442
386,1050587.586589842,1042869.1589771789,1052295.3097169795
387,1048798.2472161006,1053110.8673806328,1043839.4130196467
388,1077633.218737905,1070367.8113579703,999503.777532969
389,1044403.7527269181,1043475.8548015684,1057910.6452016898
390,1024725.9800021814,1028955.9249318491,1093461.246968832
391,1047534.4559310685,1043549.7209153371,1054674.1190239785
392,1018896.723335549,1111056.789567197,1018486.5609428892
393,1033114.6305559169,1048833.9651730028,1064006.959421753
394,1038056.1229764437,1029844.9907056794,1078473.103728021
395,1011173.3629795767,1071276.3579300728,1064308.9314013512
396,1059213.2298402316,976891.9849347259,1114175.7026972547
397,1071275.6765345302,1024364.6544725471,1050614.8261792604
398,1116429.761482319,985843.2752044918,1047524.8215947049
399,1030029.9717368422,1066661.5155260137,1049356.7644128457
400,1079077.2201676932,999947.1410643322,1068462.9530794497
401,1045299.7102156996,1060354.2083632464,1040178.9697254046
402,1033048.9626669732,1081861.608828614,1031598.0436084619
403,1088383.0792369444,1029756.7206624412,1028700.8414834377
404,970195.5011459307,1141578.2519516416,1041027.2815131508
405,1036565.6892566641,1064064.4474449968,1045286.1904167992
406,999324.5404208305,1094863.2962615755,1053730.3662983305
407,1069537.3659785923,1030618.9969567286,1045938.2037230862
408,910747.8031939839,1209262.4723237269,1047017.0693983041
409,1052296.6062893048,1058921.4367895178,1034659.9319473411
410,1051558.7824001042,1057680.1182524692,1036601.2384213434
411,1064041.6020656081,1027673.0483828941,1054351.6359792924
412,1047849.9484392633,1053723.036471489,1044177.1255840886
413,1049868.6418882308,1051367.758494814,1044504.0192291375
414,1073880.242530581,1066027.5442828294,1007091.1352178144
415,1039149.5382043847,1057441.1498004782,1049217.3530513793
416,975420.8636595026,1072519.2740838137,1101969.7315599695
417,1053342.977071135,1047324.7240959757,1045077.7165725649
418,1058996.6530342605,1043053.2605732569,1043755.4894540069
419,1041452.4482241455,1058602.323756417,1045749.1696799614
420,1017511.2857538913,1069438.2790291188,1059502.9773601464
421,1061239.8541745362,1039767.435599332,1044840.8306037387
422,1073071.3678404337,1035043.4606133436,1038039.5162120261
423,1053829.4237268637,1042380.6301866611,1049549.8603838256
424,1037259.8341222826,1075114.2615232596,1033854.0998013377
425,1044914.6098198823,1040227.2690362891,1060695.7900609046
426,1041063.2642725052,1044362.5722285786,1060404.2535137348
427,1052847.2111525915,1037762.8621588064,1055203.321622209
428,1053449.9571199396,1043236.8662636175,1049066.2114758322
429,1049395.2025981394,1047621.1950524414,1048712.365928242
430,1046824.2541042698,1038467.0338294575,1060555.329821994
431,1052271.0681981097,1044053.3834912344,1049420.1518231726
432,1026135.2367556723,1025762.684702843,1095361.7558587752
433,1049991.9707831054,1056128.5686580352,1039673.4075995941
434,1047501.0492845381,1054526.102108776,1043729.4815820914
435,1040380.5410645411,1054058.470304819,1051338.9880094328
436,1051998.3277544137,1055942.2237572514,1037873.5243167767
437,1049918.2130117842,1048724.5773904712,1047087.1361749608
438,1054620.1824462702,1054962.5770326292,1036254.5010160776
439,1048361.61484861,1050315.1989977353,1047053.755352604
440,1065517.2453267905,1056826.1412932894,1023845.5224285299
441,1046013.0590097418,1051133.7285948445,1048587.464093183
442,1044590.4803807574,1053636.7086516349,1047521.1279289849
443,1051245.5335361317,1052008.213991758,1042500.8664295077
444,1063586.6481001559,1044359.2843669083,1037951.8044781169
445,1037181.4974224168,1053922.158041207,1054717.8693444047
446,1031357.1068192266,1056780.529738602,1057804.4411245582
447,1040236.4397473315,1059818.434700816,1045770.3094253036
448,951114.3445088271,1151399.464630312,1052778.8809480697
449,1048635.5269214218,1055418.189300926,1041719.0285022325
450,1070376.0156240363,1039614.8651854034,1036076.5040436888
451,1041533.5609893345,1051985.8936175185,1052244.1547616532
452,990198.6350100436,1121580.9545140886,1038163.7143217418
453,1075725.2120693196,1028943.5800265777,1041617.5024012341
454,1091049.3005990835,1011741.8506549821,1044451.7509921032
455,1063167.7926733848,1028491.2023764388,1054378.9307429711
456,1039029.1164545034,1094129.2117902741,1014166.7816195007
457,1033569.1304808526,1041967.5038057466,1070549.7962185948
458,1016592.2374782925,1068281.3138065573,1061608.2860687869
459,1030729.0621686872,1046850.91050053,1068490.4125635196
460,1013068.2990946546,1074771.9661028215,1058866.490918345
461,1048233.5792698934,1044804.6551381199,1052704.7319113358
462,1050885.5931569263,1040161.7507553543,1054735.0473234027
463,1062450.7513622185,1040760.9928804665,1042653.8938911519
464,1041654.1699058801,1045128.686270421,1059025.7246709995
465,1060506.956996701,1056558.2196707916,1028944.8342334968
466,1058520.5039705369,1054615.1458691075,1032775.930278237
467,1058442.8352790114,1058733.052136511,1028833.5692048302
468,1083023.4657668928,1022979.5814742829,1040633.1456491031
469,1043552.2770359629,1051429.0552866277,1050764.8679554039
470,1036071.0380204464,1055478.7526954077,1054291.0670141708
471,1037085.633255437,1059341.2196676568,1049419.7010152033
472,1138209.902388687,1007144.5043854687,1005887.2613718822
473,1055740.2050406407,1044216.9101962871,1045808.0725582952
474,1033837.0713491518,1060014.987374913,1052047.664199531
475,1059896.6887168633,1044116.6008600723,1041807.1494656065
476,1077806.9521306453,1032957.3246694007,1035568.1024825549
477,1024879.1729581342,1064100.3496222273,1057166.3205000274
478,1019128.1932895329,1070012.5624109926,1057255.7166166247
479,1045067.7070313899,1053674.1787296222,1047005.5528510713
480,1125122.4557868135,1146925.309192188,892626.2282537092
481,1042186.7488742678,1048329.567039715,1055252.4333823775
482,1058675.6009794893,1042480.4549803261,1044645.6646543236
483,1044325.1917466468,1042999.1829205661,1058473.7846535298
484,1054824.0473432168,1078791.1399789478,1013164.5231748173
485,1055421.502382464,1036793.5134060956,1053613.6265100283
486,1044800.763257479,1038503.8972662947,1062571.911369505
487,1044251.3419068541,1029960.2011073909,1071951.13437763
488,1049096.3522408458,1052034.3083053487,1044610.6691753089
489,1053598.4143603349,1034885.6259892458,1057382.335961223
490,1038678.0115833649,1048771.7573436904,1058370.7098180624
