,0 pi,2/3 pi,4/3 pi
54,1049079.3098075348,1048650.6408197393,1047998.3319427888
55,1053488.6214993484,1048701.0935126175,1043561.78906667
56,1049957.146291936,1049050.301556159,1046723.2059273937
57,1048575.1271198886,1048160.0172205552,1048993.0210977416
58,1048642.6833523486,1048581.4138115349,1048503.9074487125
59,1048787.063763759,1048395.5486619893,1048545.4247892179
60,1048896.5542749008,1048058.8767333592,1048772.7639645222
61,1049428.1206446162,1047417.2490811694,1048883.6618965156
62,1055650.6806618455,1047000.730935553,1043115.8536837855
63,1056140.7055917121,1046308.3671219577,1043321.8295761333
64,1045617.1015550555,1047569.531865228,1052553.5683938016
65,1045208.9126233461,1048012.7017409004,1052519.357798461
66,1044996.6101452521,1048499.2108943783,1052244.7089540737
67,1045050.080681047,1048788.675913865,1051900.463073885
68,1045027.8063331036,1049429.9870110773,1051280.044185388
69,1045043.4556911541,1048960.0486569167,1051735.2756748928
70,1046276.7166231364,1050815.0690530369,1048641.1278293137
71,1054923.759732947,1045851.1141324525,1044982.0393137007
72,1049756.3253695937,1049320.4117768349,1046653.9529681896
73,1046647.4373442752,1048324.2636344719,1050760.3779944468
74,1045580.8892238,1050253.4126416415,1049900.1534464248
75,1045992.3159507168,1052275.1534472979,1047470.8210076409
76,1044012.8794889323,1052236.6551555716,1049495.1867357395
77,1044365.3808712933,1050727.7292165228,1050647.5979640374
78,1043961.8696018233,1055772.3309149758,1046031.7319736142
79,1046206.146836185,1056333.590944956,1043233.2473950074
80,1044715.5060281693,1056618.3790137707,1044440.2190313934
81,1045154.8223637328,1056549.6433704,1044069.11739158
82,1046440.7230938995,1056330.6124199315,1043002.3257310966
83,1046847.2689446042,1055929.5140331208,1042993.287776083
84,1047343.8733684698,1054808.9526094517,1043606.2001109518
85,1044533.7698023743,1053804.3747830233,1047411.3282665439
86,1050979.0184967406,1050263.5350581717,1044497.4896687762
87,1054180.1767473444,1045952.6233830522,1045617.6306154871
88,1052489.4018589815,1047828.6933340854,1045422.216494991
89,1048092.774561458,1051704.6914363632,1045938.6297039493
90,1048069.5555402251,1053227.2866862814,1044449.7148775817
91,1047499.1372003612,1054851.307419578,1043409.6132975079
92,1047461.5162719275,1055947.3157759313,1042364.0696933256
93,1046328.120296716,1056283.0189339565,1043161.57210502
94,1045650.2013103522,1056436.3739986066,1043686.3683108251
95,1045384.0287436631,1056491.6366399415,1043897.5071167155
96,1043542.3423372421,1056503.705648677,1045727.8701768948
97,1044253.493472617,1056535.9005922335,1044983.8800605009
98,1045132.965004082,1056527.5450352123,1044112.7900236916
99,1045818.7753911847,1055660.1436049512,1044285.4141191221
100,1047146.0617901268,1054688.9052076952,1043922.1536080913
101,1046775.886837239,1054028.423097758,1044945.695277788
102,1054656.8923438967,1046231.274861239,1044866.6472773729
103,1054254.8420496306,1045777.1916502252,1045718.9713144227
104,1053080.18584589,1046978.8436832264,1045683.8492496301
105,1048090.8584378659,1052496.1080594496,1045154.0569968867
106,1047489.4081359367,1053212.2024643293,1045043.1530720445
107,1047115.8482596276,1054750.1110512195,1043891.6971425096
108,1046388.3692046879,1056253.751855448,1043130.409520731
109,1045533.0658793951,1056424.2041858167,1043815.3223847073
110,1045001.571579622,1056500.099983662,1044271.1981205583
111,1043989.4288115201,1056494.0111292526,1045289.6359749152
112,1042642.5255659242,1056171.381632213,1046959.6345113068
113,1043993.6643673254,1056500.3040039835,1045279.1694186747
114,1044477.9147551454,1056539.0565188043,1044756.2302810365
115,1045191.7351427766,1055718.3381256603,1044854.3173806985
116,1045547.4718916768,1054937.7265690654,1045271.6796570047
117,1051510.0399408715,1050630.786281492,1043605.0745924709
118,1055385.0262760066,1045387.26327699,1044988.8022322053
119,1054756.0143809752,1045499.6130786004,1045499.6097953506
120,1053285.4182700547,1046318.962878153,1046139.4543792054
121,1049035.2849345799,1051239.3836027787,1045461.44008634
122,1046656.9864098392,1052938.9852828998,1046145.6776081063
123,1045909.3123748796,1054984.5290645114,1044863.704019464
124,1045272.0243408008,1056479.362919704,1044021.4937288254
125,1045575.9721484373,1056413.890775201,1043782.6774713806
126,1044381.6928820944,1056474.7007385048,1044916.1313652651
127,1043609.6472489594,1056434.7276242026,1045728.7008745923
128,1041349.8073453683,1055045.9466443632,1049377.4118594048
129,1041695.8977405459,1055437.24398199,1048639.8792778547
130,1041909.3146181819,1055420.9082564206,1048441.3194961357
131,1042864.1215022271,1054679.4739889144,1048217.7859216473
132,1044968.3755362161,1054796.915913269,1045990.5553706407
133,1054545.0159697214,1047444.6170253764,1043766.9941350856
134,1055262.6921474636,1045356.5562642808,1045140.6415126811
135,1054547.7176421802,1045602.8600925534,1045602.856919808
136,1054099.4799805551,1045938.5808383969,1045711.715750946
137,1051672.3771127674,1049150.33697219,1044916.4010072197
138,1046395.7753592007,1053189.903572312,1046157.5276044505
139,1045367.3934480001,1055263.839165071,1045128.6706961597
140,1044351.504512936,1056518.8547613365,1044902.667504758
141,1043373.9180363746,1056342.6375850025,1046056.1389691341
142,1042313.6292005824,1055910.7857141981,1047548.441907436
143,1042307.8026554475,1055834.1972832459,1047630.2817610202
144,1040774.3803830326,1051341.552605242,1053657.0470199834
145,1040664.650256908,1052067.2736584567,1053041.2402583084
146,1040770.8405529781,1052813.5925423799,1052187.3974212245
147,1042342.3395565004,1053216.0231495367,1050199.6896718813
148,1045181.9032208184,1053808.7123185832,1046757.5107743789
149,1054113.2644530188,1046836.9224391268,1044800.6720210643
150,1055062.8041215693,1045474.4440145267,1045220.7714026844
151,1053357.7724408533,1046193.2737434794,1046193.2712022281
152,1053584.884080732,1046126.2706477433,1046034.7495248911
153,1052873.0863752542,1047169.3940272882,1045699.214039553
154,1046088.4335894249,1052405.4540035718,1047244.9006051962
155,1043968.2120237502,1054830.6307148715,1046959.1817499121
156,1043099.7957486588,1056207.3663439886,1046465.0321762406
157,1042091.0365017533,1055713.8813425552,1047967.6061500969
158,1041753.4166293393,1055430.20835287,1048588.9723198942
159,1041149.8870106433,1054645.8426054663,1049977.0704139674
160,1041044.1635612989,1050098.6902943156,1054630.7827246056
161,1040785.4463146996,1051439.9320164789,1053547.2572353932
162,1040746.168204019,1053230.4850546427,1051795.853430845
163,1042367.3208408925,1052093.0749063806,1051295.4097931476
164,1047151.391312708,1052290.1845121062,1046296.4477697469
165,1055073.6312588872,1046009.5417614387,1044675.3544022475
166,1054898.9971721275,1045599.4913653183,1045258.0494137905
167,1053238.7100760536,1046488.4626057207,1046016.3961319271
168,1055175.1426580204,1046061.7790793497,1044522.6920715846
169,1054544.6631979756,1046536.3362396936,1044673.2344823831
170,1047727.1103800264,1051336.7542098542,1046669.8459117583
171,1042009.0846129508,1053991.758484388,1049762.3769985626
172,1040776.07608187,1053661.773204469,1051335.1240840827
173,1040788.1113522671,1053619.257528941,1051365.389764599
174,1040958.1081889777,1054091.756457703,1050722.5111059924
175,1040659.9496258724,1052824.2889795862,1052288.8206813317
176,1041967.0294129223,1048111.3867673401,1055694.6779548675
177,1041351.8400666354,1049468.963647173,1054951.8457034635
178,1041217.1172972675,1050082.1090945138,1054472.254819848
179,1042528.0253585152,1049719.983986521,1053509.6630076668
180,1043465.1058510297,1051550.4170080503,1050731.3665115533
181,1046080.8555275799,1052325.0729097007,1047332.4797735036
182,1046290.8532663198,1051802.3648734225,1047642.6508396664
183,1046295.8910302365,1050907.232775896,1048529.94766957
184,1045342.8756512171,1051706.173464364,1048688.6133836682
185,1044925.1750210195,1051981.223663026,1048833.5176382929
186,1043901.0567699929,1050859.3795133694,1050983.2343076877
187,1041732.5040875832,1053616.4096303254,1050415.1452742233
188,1040958.0425830669,1052093.3310699644,1052718.3799363503
189,1041133.4155816439,1050895.7819160223,1053740.499492549
190,1041790.2744215026,1048711.2136729606,1055269.842698241
191,1041802.8531652079,1048494.6274823282,1055475.0935987416
192,1042564.1178370195,1047142.4915415315,1056066.3575364158
193,1042805.160874509,1046799.1612101891,1056168.5511058918
194,1042058.4974383544,1048804.6956316472,1054904.1820024734
195,1042585.8416568958,1052625.1891469443,1050543.7434619751
196,1041251.3341099421,1052963.9299982358,1051551.7216557597
197,1043045.2944475684,1051404.413008607,1051300.2317749222
198,1044126.736492768,1050176.5709291587,1051439.2628029168
199,1044116.1171545568,1051426.9305853348,1050199.5693533963
200,1045954.4645695168,1046714.8383842141,1053073.270018281
201,1049174.3393040963,1044192.1378033496,1052377.7494075962
202,1047467.0508426105,1045208.8826077825,1053067.6793185498
203,1042810.6707706371,1048983.3948394496,1053963.704313136
204,1042987.6226606695,1047256.207815189,1055522.9033780238
205,1041900.8278920552,1048535.1258536475,1055335.0779999853
206,1041684.3379217538,1048898.6241919217,1055188.5849156878
207,1043166.4645190266,1046354.8923994852,1056251.0375447655
208,1044120.7029782144,1045253.7185794427,1056397.4770660584
209,1045357.9891172184,1044117.5343617537,1056295.3063151543
210,1045006.1364067268,1044618.7509342685,1056143.9667845722
211,1044872.091566356,1045632.811351721,1055255.0406611802
212,1042628.7731924551,1048601.0559252233,1054531.9515107747
213,1044825.8095725081,1045425.242420425,1055511.3229652578
214,1044851.1849511521,1045177.2896050578,1055736.0950365763
215,1041968.9314108498,1049666.5387484764,1054128.6138808364
216,1041744.321744637,1050225.28770422,1053794.9299927002
217,1044958.9958541661,1045292.6656913254,1055510.6478184278
218,1045337.0615498113,1045449.1764097972,1054970.926617383
219,1046247.2051570023,1044903.7839280621,1054603.3500518687
220,1045897.9274970856,1043896.1288492712,1055973.903422465
221,1042441.4137919073,1047869.2962696889,1055458.057003799
222,1043852.0073694974,1045519.9382818068,1056400.340730275
223,1045143.0933269674,1044148.8421926517,1056480.825265058
224,1046609.0557020807,1042911.7340293083,1056252.452588151
225,1046254.1505705301,1043262.4094023713,1056255.595513761
226,1046473.9080170315,1043145.7139529738,1056151.9135638052
227,1049217.9348476017,1041666.2770587535,1054885.7347515896
228,1049967.035628589,1041857.4431147416,1053939.685863154
229,1049724.4674349013,1041981.1447608963,1054058.0857087944
230,1049327.9724221844,1042028.3317610577,1054408.6299729762
231,1047490.4655499607,1043006.9178752828,1055267.3169830951
232,1047688.7098031992,1042996.5103673796,1055078.1590693553
233,1050703.2988138057,1041828.6368690726,1053230.2602447907
234,1049829.7571930294,1042444.3629099731,1053484.0434079487
235,1049189.67237584,1043098.4405853271,1053465.7744910123
236,1047731.4517226721,1042532.602216535,1055504.5920202879
237,1044669.2194910314,1044665.701129846,1056437.115222666
238,1045537.6351445761,1043805.9770630004,1056429.0457103844
239,1046109.8856075314,1043348.7972099466,1056313.7956904734
240,1049344.3380287483,1041344.1271671263,1055084.9564782446
241,1047010.8130042193,1042685.8312409681,1056075.8883218998
242,1048127.5507963732,1042046.7251342875,1055597.6577331328
243,1049035.5605672442,1041618.5897769565,1055117.4356716564
244,1049650.8881375613,1041589.8148878262,1054528.0131817563
245,1049665.1873721073,1041794.9196356059,1054306.0410451354
246,1048564.0270713664,1042277.5089930919,1054924.59915837
247,1046562.093064706,1043555.0505842936,1055648.6637441467
248,1046563.6233515737,1043656.7273164731,1055544.2729454332
249,1049262.3078031412,1042137.8901728822,1054363.764157095
250,1048453.9835133144,1042616.0215049301,1054692.780650061
251,1047792.8206692759,1042872.5993617172,1055098.67031562
252,1047625.1135506894,1042409.4707394592,1055736.4270735371
253,1047789.1813047609,1042228.3755218206,1055754.5229368578
254,1047946.6037622531,1042106.5777409631,1055719.2957587454
255,1047718.6205730011,1042253.0588971396,1055800.6230926989
