,0 pi,2/3 pi,4/3 pi
254,1057277.896611498,1052793.2425960046,1035779.5284899604
255,1056162.5076302513,1044463.1102164304,1045143.5104934484
256,1578685.3250204164,1062543.6566900343,693165.6064138043
257,1046482.2573491173,1046549.1203672526,1052708.8160197183
258,1035520.8735289326,1060093.1979501897,1050259.7978992253
259,1046602.9753937748,1055627.837715321,1043534.8731092474
260,1088747.1704748515,1034319.6370905754,1023819.6196123735
261,1029810.560784757,1041638.6733350335,1074797.4419480758
262,1009703.7325903049,1064134.4751662265,1073010.232038292
263,1018923.430886313,1057412.0721108054,1070069.2033999045
264,987183.8324227644,1074138.703660322,1087225.271843757
265,1051399.021041484,1058044.8540878354,1036401.3534187635
266,1076731.883389728,1040405.1803240589,1029180.1165868622
267,1051476.6665866335,1049898.228376441,1044366.4006028577
268,1082677.9063498597,1044179.9304990157,1019827.8504455618
269,1064085.9183846326,1048315.7059842985,1033548.7848920795
270,1087127.8980604475,1014545.0126794972,1045320.8149448457
271,1056167.4087593516,1044931.6012742006,1044670.0774970102
272,1069621.3630888162,1021772.0196066207,1054907.4602258469
273,1042600.488387712,1034417.6543403155,1069021.7866160981
274,1033228.795168411,1040585.8864333794,1072324.9893769368
275,1048503.6224530522,1041081.3315235098,1056197.5304052487
276,1060823.7790372511,1014598.1051140229,1071171.485539344
277,1046941.9192543805,1043060.0641962674,1055766.4512973067
278,1036774.3267976142,1049608.5109441413,1059468.6585502343
279,1044414.5027656414,1051321.6631825613,1050004.6598936059
280,991865.480139879,1011943.0554993477,1148882.8914527975
281,1052791.8533546198,1055376.5367538421,1037647.0900746047
282,1059519.459877047,1052311.7414731826,1034061.016990162
283,1059752.4916941968,1046088.0150128761,1039985.1985254312
284,990156.694007603,1098667.6525071017,1059786.0794539747
285,1061518.9264499159,1043762.6449386474,1040567.9324210434
286,1069879.9597005355,1037486.5215048842,1038683.2254340796
287,1061588.7704923905,1045233.8949762876,1039034.8103980679
288,1136948.0923193444,1115290.0767185076,908637.3869513209
289,1042143.0746930137,1049148.3782013736,1054473.0177667676
290,1054388.1611384745,1048641.9330719756,1042730.310356154
291,1043947.4205200055,1044791.497614321,1057040.28918092
292,1060161.5171273674,1078377.664550907,1008444.0500005371
293,1044028.1774656571,1042701.8797444553,1059076.83715942
294,1040494.9689535127,1038613.7636054286,1066857.079596025
295,1044877.9402203113,1034811.4165986422,1066285.0388754427
296,1044918.0275641977,1052640.82442395,1048183.4805747581
297,1050270.2027501704,1041515.1783578891,1053981.6940493062
298,1041086.8096397097,1044546.0500607555,1060193.9900271404
299,1043578.9092535166,1048384.392426134,1053789.5839176874
300,1022605.6989483371,1021947.9414650013,1103259.243387123
301,1054129.3651630692,1042687.6167424896,1048942.3209215214
302,1061434.2546041799,1040772.9170147064,1043640.3137856179
303,1049663.0442420722,1054369.3423365755,1041734.4995417142
304,1040163.4254428546,1091497.8493359839,1015500.2765422963
305,1044042.9040637038,1059134.3502767086,1042630.5557560292
306,1049011.188887912,1065261.651724446,1031723.4211955913
307,1052720.0193612224,1047412.2076114849,1045608.8056995021
308,1034362.5028595515,1053585.3487140213,1057930.1661639821
309,1043003.7320330786,1053225.6857011237,1049524.1257038864
310,1024073.5674347683,1064854.9460390415,1057247.956197614
311,1054733.2791183651,1048839.3112337762,1042192.9483183984
312,1034490.2399497549,1068478.085182835,1043057.6618933954
313,1055856.4668934515,1050115.2535997378,1039819.2477079097
314,1047396.9075286136,1049391.6810285726,1048940.454963576
315,1060097.7788171167,1046439.5661325974,1039297.184463368
316,1061691.4084636336,1039659.1575151209,1044505.2690196243
317,1043317.399322445,1056759.0785677312,1045700.5804952042
318,1058287.2606256884,1049993.5012631204,1037551.122908433
319,1054918.7875844112,1058420.2536986344,1032576.4107606278
320,1247504.0992545579,1034770.937679391,893704.9231114503
321,1048143.3825451601,1047574.5421814554,1050011.6255164982
322,1056950.43815455,1052650.3726315494,1036241.0947813897
323,1039593.9887655547,1053167.148517126,1053024.8203921586
324,1077115.201704343,1062842.39296097,1007076.7644792661
325,1042452.9973068453,1054956.6653468169,1048355.6508752974
326,1019233.0313662967,1055149.521643631,1072039.042397261
327,1042932.471849963,1032911.7579924238,1070239.7255960342
328,1040481.0089391663,1094046.4327502567,1012826.6787270792
329,1052000.2553924064,1032819.8355650371,1061106.7447145795
330,1040376.9116318525,1054597.6875873753,1050805.115599895
331,1040424.6898124726,1049218.428046802,1056144.072473472
332,1027436.8166165721,1036219.0751170331,1082920.3309551624
333,1054122.316558423,1027905.6376291189,1064032.3476109053
334,1076756.6519404103,1015849.4110323882,1054025.3537426004
335,1044553.474468698,1061963.2151762787,1039345.1116124694
336,1070474.409464904,1048722.4066272285,1026982.1705067746
337,1045460.4892786979,1068209.269040324,1032371.8636355797
338,1050989.05672368,1063451.270376038,1031534.4319602295
339,1040810.7421099308,1061117.9874405977,1043913.3948545418
340,1026331.1622297002,1074722.1337350388,1045241.8838183484
341,1044424.4163617379,1063321.973684898,1038145.3883088452
342,1018512.395566214,1080581.10976375,1047554.270298311
343,1059563.230041194,1039241.9916203512,1047023.0339658557
344,1020788.3480704449,1127170.7776909515,1002109.1333578804
345,1049922.1952870116,1046330.705792945,1049478.755570105
346,1048805.9317751352,1042879.8662442142,1054072.102365356
347,1062438.2342670448,1035968.724868165,1047489.0196502011
348,1050343.979059211,1057128.1407695843,1038342.1845296696
349,1046131.4092281746,1045044.1746791797,1054578.3933777732
350,1062580.8662251646,1030689.3522999663,1052712.0088600875
351,1053517.034003877,1055614.5088183007,1036698.9840463827
352,943747.8464678759,1105349.2156125496,1104910.180962959
353,1046152.233280372,1045729.201399627,1053866.5776921134
354,1052335.73365713,1043511.2907704221,1049900.7842459523
355,1043798.4009266767,1058395.2905787628,1043602.9603959257
356,1023814.7956886698,1056792.9197505147,1065582.7175022166
357,1051604.5969668385,1041472.0987610237,1052687.803436642
358,1053764.6224974005,1050410.3270345493,1041590.7585991498
359,1059642.6059755152,1045068.4476720178,1041107.8047545402
360,1035891.8035607883,1059015.071299545,1050952.4961753346
361,1054107.9273082106,1042811.0566181812,1048839.4887855286
362,1058658.956127959,1037700.0918204057,1049474.2159912435
363,1056410.3823511417,1041599.1522736404,1047771.2515548972
364,1071002.7656986844,1027339.9943914443,1047840.333256856
365,1043749.289040148,1050341.2355524602,1051654.5894796194
366,1034721.3120834703,1048302.7652193761,1062893.2261205746
367,1045179.895904619,1048432.87137294,1052126.7539752522
368,1007799.975930605,1056274.0576686738,1083041.1571505892
369,1043391.439345098,1044404.7946216434,1057995.184574645
370,1049821.6401722801,1046976.811225619,1048931.5682227933
371,1047135.8859547598,1048098.9103401114,1050496.0590857505
372,1057613.5971529372,1046891.5742835399,1041288.4520244409
373,1054400.6923218719,1047477.5510504844,1043877.038209785
374,1051673.9617255072,1060289.3489739608,1033936.8723784493
375,1054596.4264426543,1046344.8498108974,1044813.1321839141
376,1049909.8942444534,1068443.5160897437,1027770.0464771029
377,1050594.6239859152,1049176.1002703642,1045962.6471077668
378,1046986.8324332804,1043523.5035093057,1055252.2946827929
379,1048589.4184043608,1053031.2920875733,1044126.1963118392
380,1044916.2345982137,1043205.6624273591,1057665.6383597807
381,1048081.6015470085,1043172.8138192286,1054504.3807961126
382,1042694.0688840874,1042033.7522849146,1061112.018945793
383,1029958.4240686898,1058161.3722294446,1057858.3691695163
384,1375470.6347379135,954366.0551538966,883369.1012129979
385,1046579.6154211388,1045913.315347657,1053250.7709266366
386,1056087.3586706806,1041560.9522415847,1048130.1524472449
387,1054405.2673475891,1043653.461161999,1047697.3969796507
388,1073492.2464077396,1075249.2360818328,998802.5871674953
389,1039206.3493329821,1051144.3591552523,1055444.7952749566
390,1025052.2365634296,1038551.1271035341,1083001.4053093647
391,1049935.0381842686,1039697.3288469273,1056161.5398526064
392,1016925.5586908227,1099803.6486405772,1030876.632052269
393,1029844.5535833634,1055147.5414036808,1060997.3642414343
394,1029789.4471732796,1041007.5339445404,1075471.5076993455
395,1023536.930955438,1062013.8045547097,1060631.5940340487
396,1026052.8602959496,1011216.5552300763,1111237.044577488
397,1061805.541075397,1035099.4739667291,1048993.1213392164
398,1098008.2361439408,1006453.6605834224,1043289.9975290307
399,1035154.7700097539,1057126.227974053,1053579.689993848
400,1081352.1592356954,1011034.6327113971,1054542.239768006
401,1049483.168165673,1057007.6626420412,1039312.3800770978
402,1045425.196560648,1076411.9676133774,1024540.4481304606
403,1076880.1379361663,1038523.1239958074,1030903.7993124028
404,1003424.7650895206,1114350.3628187538,1031131.3958051573
405,1048534.6118901063,1050952.8399808628,1046245.8318450392
406,1020104.5815120949,1067104.780363105,1059121.8519485018
407,1066054.846418986,1039069.8538350324,1040820.739962624
408,957640.45876149,1198939.6341925452,1004749.1395855242
409,1050800.8091395474,1059346.7311292535,1035716.9813437717
410,1050562.5521087013,1061282.170686738,1034062.5783964342
411,1060129.2534906256,1034815.6758454986,1050939.6653823922
412,1059717.6919244702,1056115.3957472984,1030143.2142287064
413,1052140.8814798763,1043838.5352691096,1049766.020231663
414,1068234.0249902224,1054826.326712635,1023178.0889175675
415,1035427.7691671477,1062788.8056065277,1047690.5506033009
416,979875.6918226406,1069008.6657360261,1100580.6409019032
417,1053587.4089862315,1046599.9613721209,1045558.8077648933
418,1054075.0782796838,1045271.2782619172,1046403.521010959
419,1043888.1950217183,1057657.273690978,1044241.2936353011
420,1022299.5404355421,1059464.524230633,1064470.121812974
421,1058503.6915208239,1040666.7129353255,1046636.2148270448
422,1067193.8507317752,1040856.9930155836,1037924.9361611241
423,1050256.3473831702,1048030.4779369727,1047443.2747787558
424,1042194.49369447,1062696.9604908905,1040978.5667158935
425,1044741.6630252047,1042488.8199236551,1058569.8201555605
426,1038165.8763025845,1047495.862638365,1060182.7280517437
427,1054265.3137095792,1040076.4476584963,1051440.031773253
428,1058128.1065169498,1041704.528585247,1045964.638592367
429,1045868.2053736337,1048799.078789264,1051067.1950788607
430,1042670.7345622467,1043484.5828959559,1059660.2550408412
431,1052149.2343437064,1045194.6815570559,1048395.6396771943
432,1014725.1981921729,1039357.5990980587,1093180.440080177
433,1048844.7101772728,1054583.0794014137,1042336.0181046627
434,1048058.0228148387,1051951.16906112,1045728.2351001775
435,1037461.0697282051,1051112.0458920947,1057252.7581353274
436,1046116.0271078165,1058949.4209899746,1040745.9822815645
437,1053175.1631149543,1047780.2142933724,1044789.8461588123
438,1058744.320161611,1049844.978672193,1037249.9380231983
439,1048712.818096965,1049828.474060964,1047188.3829188853
440,1050045.1600141656,1064600.3613167151,1031347.4748440022
441,1046212.3899346831,1051835.2862631122,1047688.4287751717
442,1050713.7659632592,1050315.5593739676,1044709.4256568601
443,1047606.709320927,1055086.7173534525,1043069.6914228925
444,1054999.9775669652,1055511.6938422257,1035342.4486413946
445,1039816.6863916988,1052099.781450469,1053867.389038285
446,1037495.497924326,1050220.0673720448,1058115.661399391
447,1043113.0782467334,1055136.6249167935,1047513.5892781919
448,954699.6012130785,1144564.6853465252,1055067.797763458
449,1052889.562196405,1054528.6704418396,1038385.0573393048
450,1062175.4889482502,1043796.6922941266,1039890.8654139357
451,1046486.5333318652,1050857.5300392306,1048388.5173140615
452,1000158.1269150914,1107847.6826084033,1040544.7177584199
453,1072198.641963358,1029836.4238694343,1044135.8446080814
454,1081812.4089443868,1019729.4788196102,1045115.2151106298
455,1058135.612869942,1033834.5180069149,1053918.674367364
456,1039166.8404534637,1088059.2189808278,1019685.2898070152
457,1035872.5039190379,1042361.5391275918,1067764.8897995108
458,1019377.1107449791,1067527.4210965824,1059457.6654264638
459,1040107.1348834803,1048176.9990923948,1057516.2533673963
460,1026032.9063095248,1055654.1532366078,1064426.9372115484
461,1042080.888833535,1048629.7739402726,1055057.4861932974
462,1038690.1936073608,1051875.7461445322,1055234.99628275
463,1062248.0372321492,1042784.8761986321,1040828.8272046586
464,1032243.6361952514,1063747.0428880295,1049975.188996477
465,1058341.2157456963,1056394.3507172898,1031210.834079438
466,1054681.6575063504,1057923.2156955947,1033293.9211445873
467,1049126.6376997626,1057618.380165113,1039065.2460935828
468,1075273.0758159878,1039688.9757194452,1031285.9718063186
469,1047915.7051686652,1048248.1074660162,1049564.9128497979
470,1041289.5138947797,1048725.7285971865,1055762.7125440878
471,1036837.7599479349,1058263.4226121497,1050739.4983180927
472,1119976.0767208524,1027917.8291124728,1001522.0807998735
473,1052433.693962922,1046614.8891261626,1046690.0430146414
474,1044716.2561247278,1054825.9178469176,1046214.215412463
475,1055999.2030665549,1045472.0787541779,1044296.3211261844
476,1065239.1899220832,1054381.1862329855,1026488.6943405207
477,1027661.0767508415,1063214.8988170838,1055183.595555988
478,1025521.6046715751,1062964.4517920734,1057633.1953149152
479,1050085.705282655,1046858.1248200266,1048786.6850661105
480,1106958.5824288966,1147337.0978476591,907199.7315449248
481,1041848.4435976681,1051381.4533130485,1052530.8958607435
482,1056305.2781882423,1044072.3685240503,1045393.3416528505
483,1047684.8988896232,1042609.4109753811,1055473.7312995973
484,1063949.9531416509,1080756.3118637798,1002634.258902
485,1052659.186630024,1041006.987708106,1052103.0252034934
486,1047706.9219834134,1039671.0958397717,1058434.496887562
487,1040440.0936435434,1034322.543483639,1071340.8947463562
488,1042677.1711731257,1050487.671307263,1052589.1718435034
489,1051563.7976254837,1037129.7063908662,1057136.1660433912
490,1039063.7761220118,1048673.6459584376,1058076.7681706229
491,1059489.1846317109,1041048.1910313736,1045279.6159857828
